[7.1.2021 | 16:56:15] [Eωil]: JEbać <@!674351923607896110> 
[25.1.2021 | 17:2:33] [🐬 Bluenade_]: uderzyłam sie ;c 

[25.1.2021 | 17:2:45] [..nath]: :(((( 

[25.1.2021 | 17:2:47] [NoOne]: :( 

[25.1.2021 | 17:3:0] [NoOne]: 🩹 

[25.1.2021 | 17:3:11] [..nath]: Imagine wyglądać jak  <@559073575340998668> 

[25.1.2021 | 17:3:30] [..nath]: I ja cie nie tępie 

[25.1.2021 | 17:3:39] [..nath]: Bo imaggine ma różne znaczenia 

[25.1.2021 | 17:3:58] [..nath]: W moim przypadku zazdrość lub coś niemożliwego 

[25.1.2021 | 17:4:6] [..nath]: Chyba ze mowie o sobie to już coś innego 

[25.1.2021 | 17:4:14] [🐬 Bluenade_]: ale ja wyglądam jak kaleka 

[25.1.2021 | 17:4:19] [..nath]: Nie 

[25.1.2021 | 17:4:30] [..nath]: Widziałam cie skarbie 

[25.1.2021 | 17:7:4] [🐬 Bluenade_]: skarbie? 

[25.1.2021 | 17:7:14] [🐬 Bluenade_]: >:c 

[25.1.2021 | 17:7:16] [🐬 Bluenade_]: znowu sie zarumieniłam 

[25.1.2021 | 17:7:53] [..nath]: No weź 

[25.1.2021 | 17:7:58] [..nath]: Nie rumień się 

[25.1.2021 | 17:14:10] [🐬 Bluenade_]: dlaczemu? 

[25.1.2021 | 17:48:58] [..nath]: Cholibka 

[25.1.2021 | 17:49:7] [..nath]: Moje oko umiea 

[25.1.2021 | 17:49:38] [..nath]: Ale prznaymiej zucilam się w snieg 

[25.1.2021 | 17:53:33] [NoOne]: Było warto? 

[25.1.2021 | 17:59:17] [..nath]: Było, bo mnie teraz kusi jeszcze bardziej 

[25.1.2021 | 17:59:29] [..nath]: Ale oko mi cały czas łaźni 

[25.1.2021 | 18:2:40] [..nath]: Ale polecam się wyladować na śniegu 

[25.1.2021 | 18:15:40] [..nath]: Nie bierzcie dzieci sztucznych rzęs i soczewek 

[25.1.2021 | 18:15:53] [..nath]: Na bitwę śniegiem z siostrą 

[25.1.2021 | 18:19:45] [Rycesz]: O kjurde ty masz siostre 

[25.1.2021 | 18:19:56] [..nath]: XD... 

[25.1.2021 | 18:20:5] [..nath]: Co w tym dziwnego? 

[25.1.2021 | 18:20:5] [Rycesz]: Jezu jak ja bym chciał mieć siostre 

[25.1.2021 | 18:20:20] [..nath]: A ja brata starszego 👍 

[25.1.2021 | 18:20:46] [Rycesz]: No widzisz to ja mam brata starszego 

[25.1.2021 | 18:20:56] [..nath]: A ja młodszą siostrę 

[25.1.2021 | 18:21:5] [..nath]: Możemy się wymienić 

[25.1.2021 | 18:21:55] [Rycesz]: Nie jak miałbym mieć siostrę to starszą bym wolał 

[25.1.2021 | 18:22:4] [..nath]: Fycsgcvv 

[25.1.2021 | 18:22:14] [..nath]: No cóż 

[25.1.2021 | 18:22:27] [..nath]: Musze z nią na czarny rynek iść 

[25.1.2021 | 18:22:40] [..nath]: Wzbogace się o 25 000zł 

[25.1.2021 | 18:24:8] [Rycesz]: Wolny rynek 

[25.1.2021 | 18:25:30] [..nath]: A jak 

[25.1.2021 | 18:26:28] [..nath]: https://tenor.com/view/anime-gif-19575426 

[25.1.2021 | 19:31:47] [..nath]: Ej 

[25.1.2021 | 19:31:56] [..nath]: Pierwsze było jajko czy kura? 

[25.1.2021 | 19:35:50] [Cichy]: Pierwsze było jajo. To z niego wykluł się pierwszy ptak, ewolucyjny potomek ostatniego gada. Jeśli skupimy się na samym kurzym gatunku, niewątpliwie pierwsza była kura. I niezbędny do zapłodnienia kogut. 

[25.1.2021 | 19:36:5] [..nath]: W skórce 

[25.1.2021 | 19:36:9] [..nath]: Według nauki jajko 

[25.1.2021 | 19:36:16] [..nath]: A według religii kura 

[25.1.2021 | 19:36:27] [Cichy]: Kwestia interpretacji. 

[25.1.2021 | 19:36:40] [..nath]: Czemu ja się ciebie boje? 

[25.1.2021 | 19:38:32] [..nath]: Według nauki se ciebie boje, bo jesteś dużo straszy 

[25.1.2021 | 19:38:51] [..nath]: A według moich stanów lękowych, bo wydajesz się groźny 

[25.1.2021 | 19:41:39] [NoOne]: Wystarczy się nie narażać 

[25.1.2021 | 19:42:21] [PatrianeQ]: Sprzedam pliki serwera minecraft <@!268461016197627904> 

[25.1.2021 | 19:43:24] [..nath]: Wiesz 

[25.1.2021 | 19:43:31] [..nath]: Ja się tam z nim kłócić nie boje 

[25.1.2021 | 19:43:40] [..nath]: Ale gdy mam świadomość, że on jest dorosły 

[25.1.2021 | 19:43:47] [..nath]: I wypada mi być kulturalną 

[25.1.2021 | 19:44:5] [..nath]: Bo jestem młodym góniarzem 

[25.1.2021 | 19:44:10] [..nath]: To trochę już inczej 

[25.1.2021 | 19:47:0] [NoOne]: Nawet nie chodzi o to czy się boisz, czy nie 

[25.1.2021 | 19:47:14] [NoOne]: Cichy jest zrównoważoną osobą 

[25.1.2021 | 19:47:44] [..nath]: Ja się go boje pod względem tego 

[25.1.2021 | 19:47:51] [..nath]: Że mógłby być moim ojcem 

[25.1.2021 | 19:47:54] [..nath]: W takim razie 

[25.1.2021 | 19:48:12] [..nath]: A wypada być kulturalnym do starszych osób 

[25.1.2021 | 19:52:57] [NoOne]: Ogólnie warto zachowywać kulturę, nie tylko w kontaktach z osobami starszymi od nas samych 

[25.1.2021 | 19:53:4] [..nath]: Wiesz 

[25.1.2021 | 19:53:14] [..nath]: Jeżeli moim zdaniem ktoś nie zasługuje 

[25.1.2021 | 19:53:23] [..nath]: To nie mam do niego szacunku 

[25.1.2021 | 19:54:22] [NoOne]: Szacunek warto okazywać każdemu 

[25.1.2021 | 19:55:6] [..nath]: Wiesz ja jestem trochę wredna 

[25.1.2021 | 19:55:26] [NoOne]: Czy ja wiem 

[25.1.2021 | 19:55:28] [NoOne]: Zależy 

[25.1.2021 | 19:56:36] [..nath]: Nom zależy 

[25.1.2021 | 19:57:36] [Rycesz]: Ej mam do Was pytanie czy Wy też uwazacie że niskie osoby się śmiesznie denerwują? 

[25.1.2021 | 19:57:59] [NoOne]: Nie 

[25.1.2021 | 19:58:5] [NoOne]: Każdy inaczej pokazuje nerwy 

[25.1.2021 | 19:58:20] [NoOne]: W zależności o co się kto zdenerwuje, pokazuje to inaczej 

[25.1.2021 | 19:59:56] [Rycesz]: No tak ale wyobraź sobie osobę 150 cm podchodzi do osoby 180 cm i unosi głowę  bo nie może spojrzeć w oczy nie wiem może jestem dziwny ale mnie to śmieszy 

[25.1.2021 | 20:1:6] [..nath]: Ja jestem niska 

[25.1.2021 | 20:1:7] [..nath]: Kolego 

[25.1.2021 | 20:1:14] [Rycesz]: Ojoj 

[25.1.2021 | 20:1:26] [..nath]: Ale jak przypierdziele to zaboli 

[25.1.2021 | 20:1:37] [Rycesz]: *Rycesz left the chat* 

[25.1.2021 | 20:1:55] [..nath]: No ale nie bój się 

[25.1.2021 | 20:2:6] [..nath]: To tylko kwestia jak bardzo mnie wkurzysz 

[25.1.2021 | 20:2:15] [NoOne]: Pancerz do czyszczenia 

[25.1.2021 | 20:2:36] [..nath]: Polecam mieć karton przy sobie 

[25.1.2021 | 20:2:48] [..nath]: Gdy się spotykacie ze mną 

[25.1.2021 | 20:3:20] [NoOne]: Ja akceptuje każdego, niezależnie od wzrostu i innych 'wielkosci fizycznych', liczy się co człowiek ma w sobie, nie jak wygląda 

[25.1.2021 | 20:3:43] [Rycesz]: *Rycesz join to the chat * 

[25.1.2021 | 20:3:49] [Rycesz]: Siema 

[25.1.2021 | 20:3:56] [Rycesz]: Nie było mnie 

[25.1.2021 | 20:4:4] [Rycesz]: Coś mnie ominęło? 

[25.1.2021 | 20:5:53] [..nath]: Tak 

[25.1.2021 | 20:6:0] [..nath]: Oko mnie dalej boli 

[25.1.2021 | 20:6:20] [Rycesz]: > To tylko kwestia jak bardzo mnie wkurzysz
<@598536600493752320> No np. Jak bym się od czasu do czasu podśmiewywał z Twojego wzrostu to co byś zrobiła? 

[25.1.2021 | 20:7:50] [NoOne]: Kumulowała by w sobie zło <:AK_Triggered_Nani:752082354868060231> 

[25.1.2021 | 20:8:32] [Rycesz]: Ta A później by odpaliła w sobie suber sejena xD 

[25.1.2021 | 20:8:39] [..nath]: Śmiałabym się z tobą 👍 

[25.1.2021 | 20:8:56] [Rycesz]: Co ty godosz 

[25.1.2021 | 20:9:4] [..nath]: To co bym zrobiła 

[25.1.2021 | 20:9:59] [Rycesz]: Jo dopia no w sumie moja koleżanka to samo robi niby pogniewana ale max 1 min i tyle 

[25.1.2021 | 20:10:0] [NoOne]: Pewnie tak 

[25.1.2021 | 20:10:8] [..nath]: Nie wiem 

[25.1.2021 | 20:10:13] [..nath]: Ja bym się śmiała 

[25.1.2021 | 20:10:35] [..nath]: A potem w nocy bym sobie to najprawdopodobnie wmawiała itd. 

[25.1.2021 | 20:10:55] [Rycesz]: Ale co 

[25.1.2021 | 20:11:25] [Rycesz]: Co byś sobie wmawiala? 

[25.1.2021 | 20:11:33] [..nath]: To co było niby żartem 

[25.1.2021 | 20:11:59] [Rycesz]: Że jesteś niska? 

[25.1.2021 | 20:12:10] [NoOne]: Czyli udawałaby, że jest ok, a później się tym dobijała 

[25.1.2021 | 20:12:11] [Rycesz]: A co w tym złego? 

[25.1.2021 | 20:12:23] [Rycesz]: Że jesteś niska 

[25.1.2021 | 20:12:44] [..nath]: Tak 

[25.1.2021 | 20:12:50] [..nath]: Tak już mam 

[25.1.2021 | 20:13:41] [Rycesz]: Yhm 

[25.1.2021 | 20:13:50] [Rycesz]: A ile masz wzrostu? 

[25.1.2021 | 20:14:46] [..nath]: 157cm ;-; 

[25.1.2021 | 20:15:30] [Rycesz]: E to moja koleżanka jest niższa o 4 cm ale jest niższa xD 

[25.1.2021 | 20:17:14] [..nath]: Ale no ;-; 

[25.1.2021 | 20:17:26] [Rycesz]: No i co w tym złego 

[25.1.2021 | 20:18:8] [Rycesz]: Wiele ludzi chyba sądzi że niskie dziewczyny są słodkie 

[25.1.2021 | 20:19:20] [..nath]: Nie wiem 

[25.1.2021 | 20:19:32] [..nath]: U mnie jest wszystkim kompleksem 

[25.1.2021 | 20:19:34] [..nath]: ;-; 

[25.1.2021 | 20:20:34] [Rycesz]: Napewno nie 

[25.1.2021 | 20:21:15] [..nath]: Oj tam 

[25.1.2021 | 20:21:30] [..nath]: Nienawidzę swojego wyglądu 

[25.1.2021 | 20:22:56] [NoOne]: Małe jest piękne 

[25.1.2021 | 20:23:5] [..nath]: ;-; 

[25.1.2021 | 20:40:31] [🐬 Bluenade_]: ;-; 

[25.1.2021 | 20:40:46] [🐬 Bluenade_]: kamiła ma racje 

[25.1.2021 | 20:40:59] [🐬 Bluenade_]: życie nie ma sensu 

[25.1.2021 | 20:41:10] [NoOne]: Ma 

[25.1.2021 | 20:41:21] [NoOne]: Trzeba ten sens  znaleźć 

[25.1.2021 | 20:41:25] [🐬 Bluenade_]: nie ma 

[25.1.2021 | 20:42:19] [NoOne]: Jeśli go znajdziesz to będzie miało 

[25.1.2021 | 20:42:40] [🐬 Bluenade_]: właśnie go straciłam 

[25.1.2021 | 20:48:4] [NoOne]: :( 

[25.1.2021 | 20:48:15] [NoOne]: Więc trzeba znaleźć nowy ;-; 

[25.1.2021 | 21:27:37] [szym402pl]: Umie ktos robic animowane/normalne banery? 

[25.1.2021 | 21:45:19] [Rycesz]: No siema 

[25.1.2021 | 21:48:49] [NoOne]: Hej 

[25.1.2021 | 21:49:18] [Rycesz]: Co tam jak tam ? 

[25.1.2021 | 21:51:39] [NoOne]: Jest ok 

[25.1.2021 | 21:51:42] [NoOne]: Nie narzekam 

[25.1.2021 | 21:51:44] [NoOne]: A u Ciebie? 

[25.1.2021 | 21:52:2] [Rycesz]: Również 

[25.1.2021 | 21:53:4] [NoOne]: :) 

[25.1.2021 | 21:53:20] [Rycesz]: A co porabiasz 

[25.1.2021 | 21:56:54] [NoOne]: Ogarniam się do spania niedługo 

[25.1.2021 | 21:57:17] [Rycesz]: O tak wcześnie? 

[25.1.2021 | 21:58:54] [NoOne]: Do 'spania' 

[25.1.2021 | 21:59:32] [Rycesz]: No to się pytam co tak wcześnie 

[25.1.2021 | 22:12:19] [😟Fox😞]: hej 

[25.1.2021 | 22:13:17] [NoOne]: Hej 

[25.1.2021 | 22:13:25] [😟Fox😞]: co tam 

[25.1.2021 | 22:13:26] [😟Fox😞]: ? 

[25.1.2021 | 22:14:19] [Rycesz]: Hej 

[25.1.2021 | 22:14:28] [Rycesz]: Dobrze 

[25.1.2021 | 22:14:40] [😟Fox😞]: hociaż ty masz ok 

[25.1.2021 | 22:20:35] [NoOne]: Sugerujesz, że u Ciebie jest źle? Chciałbyś porozmawiać? 

[25.1.2021 | 22:30:36] [🐬 Bluenade_]: Ludziki 

[25.1.2021 | 22:30:39] [🐬 Bluenade_]: żyjcie 

[25.1.2021 | 22:30:51] [Rycesz]: Żyjemy 

[25.1.2021 | 22:31:1] [🐬 Bluenade_]: to dobrze 

[25.1.2021 | 22:31:8] [🐬 Bluenade_]: chociaż wy 

[25.1.2021 | 22:31:46] [..nath]: Jeżeli chodzę w staniku i spodniach to jestem normalna? 

[25.1.2021 | 22:31:59] [🐬 Bluenade_]: tak 

[25.1.2021 | 22:33:51] [..nath]: To dobrze 

[25.1.2021 | 22:33:55] [Chmielewski002]: Tak 

[25.1.2021 | 22:34:1] [Rycesz]: Tak 

[25.1.2021 | 22:34:15] [..nath]: To idę czillować dalej 

[25.1.2021 | 22:34:35] [Chmielewski002]: Moge z Tobą? 

[25.1.2021 | 22:34:42] [Chmielewski002]: Czuje się samotny 

[25.1.2021 | 22:35:48] [🐬 Bluenade_]: i dobrze ci tak 

[25.1.2021 | 22:37:29] [NoOne]: Tak wyszło 

[25.1.2021 | 22:37:38] [NoOne]: To baw się dobrze 

[25.1.2021 | 22:37:49] [NoOne]: Pisz pv jeśli szukasz kogoś do rozmów 

[25.1.2021 | 22:38:21] [Chmielewski002]: Ale nie mam kogo... 

[25.1.2021 | 22:38:42] [🐬 Bluenade_]: nikt:

chmielewski: im mondry bro 

[25.1.2021 | 22:38:58] [Chmielewski002]: A tutaj są mądrzy ludzie 

[25.1.2021 | 22:39:8] [NoOne]: To pisz do mnie 

[25.1.2021 | 22:39:13] [Chmielewski002]: Nie 

[25.1.2021 | 22:39:18] [Rycesz]: <@802644548999708683>  No hejka, co tam się z Tobą dzieje? Skąd to zwątpienie? Dlaczego chcesz teraz się poddać, tylko dlatego, że raz czy drugi Ci nie wyszło? To nie jest żaden powód. Musisz iść i walczyć. Osiągniesz cel. Prędzej czy później go osiągniesz, ale musisz iść do przodu, przeć, walczyć o swoje. Nie ważne, że wszystko dookoła jest przeciwko Tobie. Najważniejsze jest to, że masz tutaj wole zwycięstwa. To się liczy. Każdy może osiągnąć cel, nie ważne czy taki czy taki, ale trzeba iść i walczyć. To teraz masz trzy sekundy żeby się otrąsnąć, powiedzieć sobie "dobra basta", pięścią w stół, idę to przodu i osiągam swój cel. 

[25.1.2021 | 22:39:22] [Chmielewski002]: Ja chce porozmawiać z jakas kobietą 

[25.1.2021 | 22:39:49] [Chmielewski002]: I po co mi to mówisz? 

[25.1.2021 | 22:40:1] [Chmielewski002]: Ale wiesz, że ja się nie poddaje xD? 

[25.1.2021 | 22:40:4] [Chmielewski002]: Coś Ci nie wyszło 

[25.1.2021 | 22:40:20] [Chmielewski002]: Ja się zajepiscie czuje 

[25.1.2021 | 22:41:10] [🐬 Bluenade_]: każda która tutaj pisze cie nie toleruje bądź też olewa 

[25.1.2021 | 22:41:20] [🐬 Bluenade_]: ewentualnie nienawidzi 

[25.1.2021 | 22:41:23] [🐬 Bluenade_]: czyli ja 

[25.1.2021 | 22:41:37] [Chmielewski002]: <@559073575340998668>, wyjdziesz za mnie? 💓 💍 

[25.1.2021 | 22:41:43] [🐬 Bluenade_]: spiełdalajjjj 

[25.1.2021 | 22:41:52] [Cichy]: Nie omijamy cenzury. 

[25.1.2021 | 22:42:2] [🐬 Bluenade_]: warn me daddy <3 

[25.1.2021 | 22:58:2] [Chmielewski002]: Juz was nie będę "dręczył" 

[25.1.2021 | 22:58:18] [NoOne]: Ok 

[25.1.2021 | 22:58:33] [Chmielewski002]: Już kogoś znalazłem 

[25.1.2021 | 22:58:41] [NoOne]: Wiem 

[25.1.2021 | 22:58:42] [NoOne]: ;) 

[25.1.2021 | 23:1:8] [..nath]: Co się dzieje 

[25.1.2021 | 23:1:24] [NoOne]: Nic 

[25.1.2021 | 23:1:36] [..nath]: Btw mój chłopak/ dziewczyna będzie mała/mial ze mną przesrane 

[25.1.2021 | 23:1:46] [..nath]: Siedzę kurde na siostrze i jej brwi robie 

[25.1.2021 | 23:1:53] [..nath]: Bo nie lub patrzeć bez kształt 

[25.1.2021 | 23:3:50] [..nath]: I mówi na mnie 

[25.1.2021 | 23:3:55] [..nath]: Bólonath 

[25.1.2021 | 23:9:32] [😟Fox😞]: nwm mogę 

[25.1.2021 | 23:9:58] [😟Fox😞]: hoć to nie ma sensu 

[25.1.2021 | 23:10:5] [NoOne]: Pisz pv jeśli będzie to wygodniejsze 

[25.1.2021 | 23:10:14] [😟Fox😞]: mi abojętne 

[25.1.2021 | 23:10:26] [NoOne]: Więc zacznij. Co Cię męczy? 

[25.1.2021 | 23:10:43] [😟Fox😞]: nwm jak zacząć 

[25.1.2021 | 23:11:1] [NoOne]: :/ 

[25.1.2021 | 23:11:28] [😟Fox😞]: dobra opowiem całą historie 

[25.1.2021 | 23:11:33] [😟Fox😞]: WIęc tak 

[25.1.2021 | 23:13:18] [😟Fox😞]: to się zaczeło 26 października gdy się przeprowadziłem. Byłem w nowej szkole. i po 2 tyg poznałem dziewczynę  na początku nie wiedziałem co do mnie czuje. ale dnia 18 listopada zapytałem czy będzie moją dziewczyną. byliśmy ze sobą do teraz dziś powiedziała że nie jest gotowa na to i mnie żuciła... to moja wina... nie wiem co źle zrobiłem 

[25.1.2021 | 23:14:15] [NoOne]: Miłość jest trudna, rani, ale potrafi podnieść 

[25.1.2021 | 23:14:41] [..nath]: Kc <@641298562910519348> 

[25.1.2021 | 23:14:49] [..nath]: *hugguu* 

[25.1.2021 | 23:14:54] [..nath]: Będzie dobrze 

[25.1.2021 | 23:15:3] [😟Fox😞]: dzk... 

[25.1.2021 | 23:15:14] [..nath]: Spoczii 

[25.1.2021 | 23:15:25] [..nath]: Dziewczyny tak mają 

[25.1.2021 | 23:15:28] [..nath]: Uwierz mi 

[25.1.2021 | 23:15:43] [..nath]: Potem tego tez żałują 

[25.1.2021 | 23:16:26] [😟Fox😞]: teraz mi pisze że jest głupia i że mnie zraniła 

[25.1.2021 | 23:16:52] [..nath]: Dziewczyny tak mają 

[25.1.2021 | 23:17:2] [..nath]: Tez żałuję swoich decyzji 

[25.1.2021 | 23:17:22] [😟Fox😞]: mimo że nie jestem dziewczyną też sporo żałuje 

[25.1.2021 | 23:19:41] [..nath]: Napewno to nie twoja wina 

[25.1.2021 | 23:20:27] [..nath]: Wina zawsze leży po obu stronach 

[25.1.2021 | 23:20:37] [..nath]: Nie obwiniaj się bez powodu 

[25.1.2021 | 23:22:31] [😟Fox😞]: Dzięki za pocieszenie :D 

[25.1.2021 | 23:23:12] [Tusław]: Cos 

[25.1.2021 | 23:24:6] [..nath]: Nie ma za co ❤️ 

[25.1.2021 | 23:24:29] [😟Fox😞]: <3 

[25.1.2021 | 23:38:42] [Chmielewski002]: Hej 

[25.1.2021 | 23:38:46] [Chmielewski002]: Co tam robicie? 

[25.1.2021 | 23:40:30] [NoOne]: Leżę, pisze 

[25.1.2021 | 23:40:32] [NoOne]: Myślę 

[25.1.2021 | 23:40:36] [NoOne]: Zastanawiam się 

[25.1.2021 | 23:40:37] [NoOne]: Nad sobą 

[25.1.2021 | 23:42:2] [Szop Pracz]: Gadam z szanownym panem rycerzem 

[25.1.2021 | 23:42:24] [Rycesz]: A ja z szopkiem 

[25.1.2021 | 23:43:40] [Rycesz]: Znaczy wiesz <@751411028041924631>  Rozumiem to mój kolega miał ojca po operacji i przez jakiś czas nie mógł wychodzić bo gdyby wyszedł i się zarazil to jego ojciec mógłby umrzeć 

[25.1.2021 | 23:43:53] [Szop Pracz]: No 

[25.1.2021 | 23:43:58] [Szop Pracz]: Astma? 

[25.1.2021 | 23:44:5] [Szop Pracz]: Nowotwór? 

[25.1.2021 | 23:44:8] [Rycesz]: Nie 

[25.1.2021 | 23:44:14] [Szop Pracz]: Znaxzy nie musisz mówić 

[25.1.2021 | 23:44:23] [Rycesz]: Sam już nie pamiętam 

[25.1.2021 | 23:44:38] [Szop Pracz]: Nie chce wkroczyc na strefy bez komfortu 

[25.1.2021 | 23:44:46] [Szop Pracz]: Ok 

[25.1.2021 | 23:45:20] [Szop Pracz]: Już tak jest 

[25.1.2021 | 23:45:40] [Szop Pracz]: Nie da sie mieć wszystkiego 

[25.1.2021 | 23:45:49] [Szop Pracz]: Ale jak to sie mówi 

[25.1.2021 | 23:45:50] [😟Fox😞]: nudy myśle o przeszłości 

[25.1.2021 | 23:46:3] [Szop Pracz]: Jak sie nie ma co sie lubi 

[25.1.2021 | 23:46:11] [Szop Pracz]: To aie lubi co sie ma 

[25.1.2021 | 23:46:21] [Rycesz]: Oj tak 

[25.1.2021 | 23:46:38] [Rycesz]: Często to mówię xD 

[25.1.2021 | 23:46:45] [Szop Pracz]: Hah 

[25.1.2021 | 23:47:17] [Szop Pracz]: Pozatym mój dziadek miał udar pod koniec 2020 

[25.1.2021 | 23:47:33] [Szop Pracz]: Więc jestem na maxa ostrożny 

[25.1.2021 | 23:47:49] [Szop Pracz]: Teraz mu lepiej 

[25.1.2021 | 23:48:0] [Szop Pracz]: Ale nadal źle 

[25.1.2021 | 23:48:6] [Rycesz]: Przynajmniej masz dziadka 

[25.1.2021 | 23:48:16] [Szop Pracz]: A ty? 

[25.1.2021 | 23:48:42] [Rycesz]: Nie mam ani jednego ani drugiego obaj nie żyją 

[25.1.2021 | 23:48:54] [Szop Pracz]: Współczuje 

[25.1.2021 | 23:49:9] [Rycesz]: Nie ma czego współczuć 

[25.1.2021 | 23:49:20] [Szop Pracz]: ? 

[25.1.2021 | 23:49:23] [Rycesz]: Naturalna kolej rzeczy 

[25.1.2021 | 23:49:30] [😟Fox😞]: współczuję wam wszystkim 

[25.1.2021 | 23:49:34] [Szop Pracz]: To prawda 

[25.1.2021 | 23:49:46] [Rycesz]: Rodzimy się później umieramy proste 

[25.1.2021 | 23:50:3] [Szop Pracz]: Dla każdego jest czas.. a teraz mój na spanko 

[25.1.2021 | 23:50:9] [Szop Pracz]: Dobra noc 

[25.1.2021 | 23:50:15] [Rycesz]: Dobranoc 

[25.1.2021 | 23:50:43] [😟Fox😞]: Dobłanic 

[25.1.2021 | 23:53:45] [🐬 Bluenade_]: co porabiacie skarby moje? 

[25.1.2021 | 23:54:13] [NoOne]: Płaczę :) 

[25.1.2021 | 23:54:30] [NoOne]: A Ty, co robisz? 

[25.1.2021 | 23:54:53] [🐬 Bluenade_]: czemu płaczesz? 

[25.1.2021 | 23:55:7] [🐬 Bluenade_]: a leże i umieram powoli 

[25.1.2021 | 23:55:14] [NoOne]: Dociera do mnie wiele rzeczy, jakim jestem człowiekiem 

[25.1.2021 | 23:55:24] [🐬 Bluenade_]: super człowiekiem 

[25.1.2021 | 23:55:37] [NoOne]: Nie. 

[25.1.2021 | 23:55:43] [🐬 Bluenade_]: tak >:c 

[25.1.2021 | 23:56:35] [NoOne]: Nie zawsze 

[25.1.2021 | 23:56:41] [NoOne]: Nikt doskonały nie jest 

[25.1.2021 | 23:57:23] [NoOne]: Czyli jak chyba każdy 

[25.1.2021 | 23:58:27] [Chmielewski002]: Nikt nie jest idealny <@562341280726908930> 

[25.1.2021 | 23:59:10] [NoOne]: Wiem 

[25.1.2021 | 23:59:31] [NoOne]: Ale niektórzy, jak ja, popełniają błędy, których żałują i będą żałować 

[25.1.2021 | 23:59:43] [Chmielewski002]: Ja tez swoich żałuję 

[25.1.2021 | 23:59:49] [Chmielewski002]: Nie mam wpływu na to ze taki jestem 

[25.1.2021 | 23:59:57] [Chmielewski002]: Nie potrafię czasami przeprosić prosto w twarz 

[26.1.2021 | 0:0:13] [NoOne]: Wiem co czujesz 

[26.1.2021 | 0:0:32] [NoOne]: Trudno jest do kogoś podejść i to powiedzieć, wyrazić skruchę 

[26.1.2021 | 0:0:51] [Chmielewski002]: Nawet czasami nie o to chodzi 

[26.1.2021 | 0:1:5] [Chmielewski002]: Nie mogę znaleźć nikogo komu będę potrafiła się wyżalić 

[26.1.2021 | 0:1:15] [Chmielewski002]: Nie potrafię 

[26.1.2021 | 0:1:32] [Chmielewski002]: Potrafil* 

[26.1.2021 | 0:1:35] [Chmielewski002]: Korekta 

[26.1.2021 | 0:1:58] [Chmielewski002]: Mój dobry samsung 

[26.1.2021 | 0:3:7] [😞Fox😞]: rozmyślam nad przeszłością 

[26.1.2021 | 0:6:15] [NoOne]: A jednak Ci się udało 

[26.1.2021 | 0:6:24] [Chmielewski002]: Jednak 

[26.1.2021 | 0:6:28] [Chmielewski002]: Dzięki Tobie 

[26.1.2021 | 0:7:8] [NoOne]: Nie przypisuje sobie tego, gdyby nie jej chęci to byś jej nie poznał. Jej podziękuj, nie mi 

[26.1.2021 | 0:7:27] [Chmielewski002]: Chyba śpi 

[26.1.2021 | 0:7:40] [NoOne]: Prawdopodobnie 

[26.1.2021 | 0:9:19] [..nath]: Hm. 

[26.1.2021 | 0:9:22] [Chmielewski002]: Ładna też chyba 

[26.1.2021 | 0:9:47] [..nath]: Kogo on teraz simpuje? 

[26.1.2021 | 0:9:54] [NoOne]: Nie simpuje 

[26.1.2021 | 0:10:10] [..nath]: A oki 

[26.1.2021 | 0:10:13] [NoOne]: Długo by mówić, zapytaj, porozmawiaj z nim 

[26.1.2021 | 0:10:19] [NoOne]: Idźcie pogadać pv 

[26.1.2021 | 0:10:22] [..nath]: <:Pepe1:754803909817663538> 

[26.1.2021 | 0:10:43] [..nath]: Nie wiem o co chodzi 

[26.1.2021 | 0:10:46] [..nath]: I może lepiej 

[26.1.2021 | 0:11:14] [NoOne]: Może 

[26.1.2021 | 0:11:43] [NoOne]: Wiem, że popełniłem błąd 

[26.1.2021 | 0:11:44] [Chmielewski002]: Kogoś 

[26.1.2021 | 0:12:1] [..nath]: Ja tylko się poszłam umyć 

[26.1.2021 | 0:12:6] [..nath]: I coś mnie już ominęło 

[26.1.2021 | 0:12:19] [Chmielewski002]: I dobrze 

[26.1.2021 | 0:12:27] [Chmielewski002]: Lepiej być czystym z zarzutów... 

[26.1.2021 | 0:12:35] [..nath]: Co 

[26.1.2021 | 0:13:5] [..nath]: Albo zbyt długo się myłam i rozmyslałam 

[26.1.2021 | 0:13:12] [..nath]: Albo naprawdę już jestem tak głupia 

[26.1.2021 | 0:14:21] [..nath]: Kogo żeś znowu poznał? 

[26.1.2021 | 0:14:29] [NoOne]: Wspaniałą osobę 

[26.1.2021 | 0:15:5] [..nath]: Dobra musze iść do psychologa 

