[7.1.2021 | 18:3:0] [fockus17]: $ha 
[21.1.2021 | 12:22:23] [Służąca]: $wl 

[21.1.2021 | 12:22:37] [Służąca]: $wr Nico Himuro 

[21.1.2021 | 12:22:43] [Służąca]: $wish Soraru 

[21.1.2021 | 13:24:56] [-Saki-]: 'claim 31 

[21.1.2021 | 13:31:47] [fockus17]: $ma 

[21.1.2021 | 13:31:48] [fockus17]: $ma 

[21.1.2021 | 13:31:58] [fockus17]: $ma 

[21.1.2021 | 13:31:59] [fockus17]: $ma 

[21.1.2021 | 13:32:3] [fockus17]: $ma 

[21.1.2021 | 13:32:4] [fockus17]: $ma 

[21.1.2021 | 13:32:7] [fockus17]: $ma 

[21.1.2021 | 13:32:9] [fockus17]: $ma 

[21.1.2021 | 13:32:12] [fockus17]: $ma 

[21.1.2021 | 13:32:13] [fockus17]: $ma 

[21.1.2021 | 13:32:23] [fockus17]: $im Esdeath 

[21.1.2021 | 13:32:30] [fockus17]: Nieeeeeee 

[21.1.2021 | 13:35:51] [fockus17]: $ma 

[21.1.2021 | 13:36:5] [fockus17]: $im Suzaku Natsuhime 

[21.1.2021 | 13:36:12] [fockus17]: 'claim 20 

[21.1.2021 | 13:36:13] [fockus17]: $ma 

[21.1.2021 | 13:36:17] [fockus17]: $ma 

[21.1.2021 | 13:36:27] [fockus17]: $im Tsuko Madobe 

[21.1.2021 | 13:36:33] [fockus17]: $ma 

[21.1.2021 | 13:36:42] [fockus17]: $im Hamsuke 

[21.1.2021 | 13:36:51] [fockus17]: $ma 

[21.1.2021 | 13:36:52] [fockus17]: $ma 

[21.1.2021 | 13:37:3] [fockus17]: $im Ayako Kuroba 

[21.1.2021 | 13:37:6] [fockus17]: $ma 

[21.1.2021 | 13:37:7] [fockus17]: $ma 

[21.1.2021 | 13:37:11] [fockus17]: $ma 

[21.1.2021 | 13:37:14] [fockus17]: $ma 

[21.1.2021 | 13:37:15] [fockus17]: $ma 

[21.1.2021 | 13:54:13] [Służąca]: $mg 

[21.1.2021 | 13:54:14] [Służąca]: $mg 

[21.1.2021 | 13:54:15] [Służąca]: $mg 

[21.1.2021 | 13:54:17] [Służąca]: $mg 

[21.1.2021 | 13:54:18] [Służąca]: $mg 

[21.1.2021 | 13:54:20] [Służąca]: $mg 

[21.1.2021 | 13:54:20] [Służąca]: $mg 

[21.1.2021 | 13:54:22] [Służąca]: $mg 

[21.1.2021 | 13:54:24] [Służąca]: $mg 

[21.1.2021 | 13:54:25] [Służąca]: $mg 

[21.1.2021 | 14:28:41] [Mangoludek]: $wa 

[21.1.2021 | 14:28:49] [Mangoludek]: $wa 

[21.1.2021 | 14:28:51] [Mangoludek]: $wa 

[21.1.2021 | 14:28:52] [Mangoludek]: $wa 

[21.1.2021 | 14:28:53] [Mangoludek]: $wa 

[21.1.2021 | 14:28:55] [Mangoludek]: $wa 

[21.1.2021 | 14:28:56] [Mangoludek]: $wa 

[21.1.2021 | 14:28:57] [Mangoludek]: $wa 

[21.1.2021 | 14:28:59] [Mangoludek]: $wa 

[21.1.2021 | 14:29:0] [Mangoludek]: $wa 

[21.1.2021 | 15:11:51] [Mangoludek]: $wa 

[21.1.2021 | 15:11:53] [Mangoludek]: $wa 

[21.1.2021 | 15:11:58] [Mangoludek]: $wa 

[21.1.2021 | 15:11:59] [Mangoludek]: $wa 

[21.1.2021 | 15:12:1] [Mangoludek]: $wa 

[21.1.2021 | 15:12:3] [Mangoludek]: $wa 

[21.1.2021 | 15:12:5] [Mangoludek]: $wa 

[21.1.2021 | 15:12:6] [Mangoludek]: $wa 

[21.1.2021 | 15:12:7] [Mangoludek]: $wa 

[21.1.2021 | 16:5:12] [fockus17]: $ma 

[21.1.2021 | 16:5:17] [fockus17]: $ma 

[21.1.2021 | 16:5:22] [fockus17]: $im Elecmon 

[21.1.2021 | 16:5:25] [fockus17]: $ma 

[21.1.2021 | 16:5:26] [fockus17]: $ma 

[21.1.2021 | 16:5:30] [fockus17]: $ma 

[21.1.2021 | 16:5:32] [fockus17]: $ma 

[21.1.2021 | 16:5:36] [fockus17]: $ma 

[21.1.2021 | 16:5:37] [fockus17]: $ma 

[21.1.2021 | 16:5:47] [fockus17]: $im Amalthea 

[21.1.2021 | 16:5:52] [fockus17]: $ma 

[21.1.2021 | 16:5:53] [fockus17]: $ma 

[21.1.2021 | 16:5:55] [fockus17]: $ma 

[21.1.2021 | 16:6:1] [fockus17]: $mmim 

[21.1.2021 | 16:6:6] [fockus17]: $mm 

[21.1.2021 | 16:6:37] [fockus17]: $im Shirou Fubuki 

[21.1.2021 | 16:6:46] [fockus17]: 'claim 49 

[21.1.2021 | 16:8:22] [fockus17]: $first mm Shirou Fubuki 13/18 

[21.1.2021 | 16:8:34] [fockus17]: $mm 

[21.1.2021 | 16:8:42] [fockus17]: $help 

[21.1.2021 | 16:9:27] [fockus17]: $firstmm Fubuki Shirou 

[21.1.2021 | 16:9:37] [fockus17]: $firstmarry Fubuki Shirou 

[21.1.2021 | 16:10:3] [fockus17]: $firstmarry Shirou Fubuki 13/18 

[21.1.2021 | 16:10:25] [fockus17]: $firstmarry Shirou Fubuki 

[21.1.2021 | 16:14:6] [Mangoludek]: $wa 

[21.1.2021 | 16:14:11] [Mangoludek]: $wa 

[21.1.2021 | 16:14:14] [Mangoludek]: $wa 

[21.1.2021 | 16:14:16] [Mangoludek]: $wa 

[21.1.2021 | 16:14:18] [Mangoludek]: $wa 

[21.1.2021 | 16:14:19] [Mangoludek]: $wa 

[21.1.2021 | 16:14:20] [Mangoludek]: $wa 

[21.1.2021 | 16:14:21] [Mangoludek]: $wa 

[21.1.2021 | 16:14:23] [Mangoludek]: $wa 

[21.1.2021 | 16:20:57] [-Saki-]: 'claim 65 

[21.1.2021 | 16:50:36] [fockus17]: $im Amano Pikamee 

[21.1.2021 | 16:50:44] [fockus17]: $ma 

[21.1.2021 | 16:50:47] [fockus17]: $ma 

[21.1.2021 | 16:50:59] [fockus17]: $im Mikage Kiryuu 

[21.1.2021 | 16:51:2] [fockus17]: $ma 

[21.1.2021 | 16:51:3] [fockus17]: $ma 

[21.1.2021 | 16:51:18] [fockus17]: $im Masamune Izumi 

[21.1.2021 | 16:51:23] [fockus17]: $ma 

[21.1.2021 | 16:51:24] [fockus17]: $ma 

[21.1.2021 | 16:51:28] [fockus17]: $ma 

[21.1.2021 | 16:51:30] [fockus17]: $ma 

[21.1.2021 | 16:51:35] [fockus17]: $im Moro 

[21.1.2021 | 16:51:38] [fockus17]: $ma 

[21.1.2021 | 16:51:39] [fockus17]: $ma 

[21.1.2021 | 16:51:59] [fockus17]: $im Sakura Teshigawara 

[21.1.2021 | 21:59:27] [KiritikaKoizumi]: $m 

[21.1.2021 | 21:59:29] [KiritikaKoizumi]: $m 

[21.1.2021 | 21:59:40] [KiritikaKoizumi]: 'claim 79 

[21.1.2021 | 21:59:41] [KiritikaKoizumi]: $m 

[21.1.2021 | 21:59:43] [KiritikaKoizumi]: $m 

[21.1.2021 | 21:59:44] [KiritikaKoizumi]: $m 

[21.1.2021 | 21:59:46] [KiritikaKoizumi]: $m 

[21.1.2021 | 21:59:47] [KiritikaKoizumi]: $m 

[21.1.2021 | 21:59:49] [KiritikaKoizumi]: $m 

[21.1.2021 | 21:59:50] [KiritikaKoizumi]: $m 

[21.1.2021 | 22:0:1] [KiritikaKoizumi]: Hm mam pomysla 

[21.1.2021 | 22:1:59] [Yukizome Chiiiisa]: $wish Eren Jeager 

[21.1.2021 | 22:2:5] [Yukizome Chiiiisa]: Ekhekhe co 

[21.1.2021 | 22:2:26] [Yukizome Chiiiisa]: $wish 343! Yeager 

[21.1.2021 | 22:2:34] [Yukizome Chiiiisa]: Ochuj XDD 

[21.1.2021 | 22:2:41] [Yukizome Chiiiisa]: $wish Eren Yeager 

[21.1.2021 | 22:2:47] [Yukizome Chiiiisa]: kJbsbshananhsjsjsjJJjshHNnNHsnksja 

[21.1.2021 | 22:2:53] [Yukizome Chiiiisa]: $wishlist 

[21.1.2021 | 22:2:58] [Yukizome Chiiiisa]: KNzhzhannanzusiOzjjzj 

[21.1.2021 | 22:3:6] [Yukizome Chiiiisa]: $im Eren Yeager 

[21.1.2021 | 22:3:14] [Yukizome Chiiiisa]: Heheh 

[21.1.2021 | 22:3:21] [Yukizome Chiiiisa]: Przepraszam mikan 

[21.1.2021 | 22:3:25] [Yukizome Chiiiisa]: Znaczy jaka mikan 

[21.1.2021 | 22:3:26] [Yukizome Chiiiisa]: Mikasa 

[21.1.2021 | 22:4:39] [Yukizome Chiiiisa]: $wish Hanki Zoë 

[21.1.2021 | 22:4:44] [Yukizome Chiiiisa]: Fuck 

[21.1.2021 | 22:4:52] [Yukizome Chiiiisa]: $wish Hanji Zoë 

[21.1.2021 | 22:5:4] [Yukizome Chiiiisa]: $wish Hange Zoë 

[21.1.2021 | 22:58:23] [Służąca]: $mg 

[21.1.2021 | 22:58:24] [Służąca]: $mg 

[21.1.2021 | 22:58:25] [Służąca]: $mg 

[21.1.2021 | 22:58:27] [Służąca]: $mg 

[21.1.2021 | 22:58:28] [Służąca]: $mg 

[21.1.2021 | 22:58:29] [Służąca]: $mg 

[21.1.2021 | 22:58:32] [Służąca]: $mg 

[21.1.2021 | 22:58:33] [Służąca]: $mg 

[21.1.2021 | 22:58:34] [Służąca]: $mg 

[22.1.2021 | 9:50:12] [Służąca]: $dk 

[22.1.2021 | 9:51:12] [fockus17]: $dk 

[22.1.2021 | 9:51:16] [fockus17]: $ma 

[22.1.2021 | 9:51:18] [fockus17]: $ma 

[22.1.2021 | 9:51:29] [fockus17]: $im SCP-049 

[22.1.2021 | 9:57:14] [Służąca]: $hg 

[22.1.2021 | 9:57:16] [Służąca]: $hg 

[22.1.2021 | 9:57:17] [Służąca]: $hg 

[22.1.2021 | 9:57:29] [Służąca]: Uła 

[22.1.2021 | 9:57:41] [Służąca]: $im Takemichi Yukimaru 

[22.1.2021 | 9:58:45] [fockus17]: $ma 

[22.1.2021 | 9:58:46] [fockus17]: $ma 

[22.1.2021 | 10:14:24] [Mangoludek]: $wa 

[22.1.2021 | 10:14:29] [Mangoludek]: $wa 

[22.1.2021 | 10:14:30] [Mangoludek]: $wa 

[22.1.2021 | 10:14:31] [Mangoludek]: $wa 

[22.1.2021 | 10:14:32] [Mangoludek]: $wa 

[22.1.2021 | 10:14:34] [Mangoludek]: $wa 

[22.1.2021 | 10:14:35] [Mangoludek]: $wa 

[22.1.2021 | 10:14:36] [Mangoludek]: $wa 

[22.1.2021 | 10:14:37] [Mangoludek]: $wa 

[22.1.2021 | 10:14:39] [Mangoludek]: $wa 

[22.1.2021 | 11:15:10] [fockus17]: $im Zuikaku (KC) 

[22.1.2021 | 11:15:25] [fockus17]: $im Ayako Tachibana 

[22.1.2021 | 11:15:41] [fockus17]: $im Ayaka Tachibana 

[22.1.2021 | 11:15:45] [fockus17]: $ma 

[22.1.2021 | 11:15:46] [fockus17]: $ma 

[22.1.2021 | 11:15:49] [fockus17]: $ma 

[22.1.2021 | 11:15:50] [fockus17]: $ma 

[22.1.2021 | 11:15:53] [fockus17]: $ma 

[22.1.2021 | 11:15:54] [fockus17]: $m 

[22.1.2021 | 11:15:57] [fockus17]: $ma 

[22.1.2021 | 11:15:57] [fockus17]: $ma 

[22.1.2021 | 11:16:2] [fockus17]: $ma 

[22.1.2021 | 11:16:3] [fockus17]: $ma 

[22.1.2021 | 11:16:7] [fockus17]: $ma 

[22.1.2021 | 11:39:11] [fockus17]: $ma 

[22.1.2021 | 11:39:12] [fockus17]: $ma 

[22.1.2021 | 11:39:20] [fockus17]: $im Lady koto 

[22.1.2021 | 11:39:23] [fockus17]: $ma 

[22.1.2021 | 11:39:24] [fockus17]: $ma 

[22.1.2021 | 11:39:33] [fockus17]: $ma 

[22.1.2021 | 11:39:34] [fockus17]: $ma 

[22.1.2021 | 11:39:36] [fockus17]: $ma 

[22.1.2021 | 11:39:38] [fockus17]: $ma 

[22.1.2021 | 11:39:40] [fockus17]: $ma 

[22.1.2021 | 11:39:41] [fockus17]: $ma 

[22.1.2021 | 11:39:44] [fockus17]: $ma 

[22.1.2021 | 12:14:54] [Służąca]: $mg 

[22.1.2021 | 12:14:56] [Służąca]: $mg 

[22.1.2021 | 12:14:57] [Służąca]: $mg 

[22.1.2021 | 12:14:58] [Służąca]: $mg 

[22.1.2021 | 12:14:59] [Służąca]: $mg 

[22.1.2021 | 12:15:2] [Służąca]: $mg 

[22.1.2021 | 12:15:3] [Służąca]: $mg 

[22.1.2021 | 12:15:4] [Służąca]: $mg 

[22.1.2021 | 12:15:6] [Służąca]: $mg 

[22.1.2021 | 12:15:7] [Służąca]: $mg 

[22.1.2021 | 12:15:9] [Służąca]: $mg 

[22.1.2021 | 12:55:59] [fockus17]: $im Mondo Oowaga 

[22.1.2021 | 12:56:23] [fockus17]: $im Mondo Oowada 

[22.1.2021 | 13:15:31] [fockus17]: $ma 

[22.1.2021 | 13:15:32] [fockus17]: $ma 

[22.1.2021 | 13:15:40] [fockus17]: 'claim 38 

[22.1.2021 | 13:15:42] [fockus17]: $ma 

[22.1.2021 | 13:15:43] [fockus17]: $ma 

[22.1.2021 | 13:38:5] [Służąca]: Kyoko TwT 

[22.1.2021 | 13:38:48] [Służąca]: $ma 

[22.1.2021 | 13:39:2] [Służąca]: $ma 

[22.1.2021 | 13:39:4] [Służąca]: $ma 

[22.1.2021 | 13:39:5] [Służąca]: $ma 

[22.1.2021 | 13:39:6] [Służąca]: $ma 

[22.1.2021 | 13:39:8] [Służąca]: $ma 

[22.1.2021 | 13:39:9] [Służąca]: $ma 

[22.1.2021 | 13:39:10] [Służąca]: $ma 

[22.1.2021 | 13:39:11] [Służąca]: $ma 

[22.1.2021 | 13:39:12] [Służąca]: $ma 

[22.1.2021 | 13:49:46] [Mangoludek]: $wa 

[22.1.2021 | 13:49:54] [Mangoludek]: $wa 

[22.1.2021 | 13:49:56] [Mangoludek]: $wa 

[22.1.2021 | 13:49:57] [Mangoludek]: $wa 

[22.1.2021 | 13:49:59] [Mangoludek]: $wa 

[22.1.2021 | 13:50:0] [Mangoludek]: $wa 

[22.1.2021 | 13:50:2] [Mangoludek]: $wa 

[22.1.2021 | 13:50:3] [Mangoludek]: $wa 

[22.1.2021 | 13:50:5] [Mangoludek]: $wa 

[22.1.2021 | 13:50:6] [Mangoludek]: $wa 

[22.1.2021 | 13:52:29] [fockus17]: $ma 

[22.1.2021 | 13:52:30] [fockus17]: $ma 

[22.1.2021 | 13:52:33] [fockus17]: $ma 

[22.1.2021 | 13:52:34] [fockus17]: $ma 

[22.1.2021 | 13:52:37] [fockus17]: $ma 

[22.1.2021 | 13:52:38] [fockus17]: $ma 

[22.1.2021 | 13:52:40] [fockus17]: $ma 

[22.1.2021 | 13:52:41] [fockus17]: $ma 

[22.1.2021 | 13:52:43] [fockus17]: $ma 

[22.1.2021 | 13:52:44] [fockus17]: $ma 

[22.1.2021 | 13:52:48] [fockus17]: $ma 

[22.1.2021 | 13:52:59] [fockus17]: $im Meowth 

[22.1.2021 | 15:31:57] [fockus17]: $ma 

[22.1.2021 | 15:31:59] [fockus17]: $ma 

[22.1.2021 | 15:32:2] [fockus17]: $ma 

[22.1.2021 | 15:32:2] [fockus17]: $ma 

[22.1.2021 | 15:32:8] [fockus17]: $ma 

[22.1.2021 | 15:32:9] [fockus17]: $ma 

[22.1.2021 | 15:32:12] [fockus17]: $ma 

[22.1.2021 | 15:32:13] [fockus17]: $ma 

[22.1.2021 | 15:32:16] [fockus17]: $ma 

[22.1.2021 | 15:32:17] [fockus17]: $ma 

[22.1.2021 | 15:32:44] [fockus17]: $im Ferris 

[22.1.2021 | 15:36:50] [Mangoludek]: $wa 

[22.1.2021 | 15:36:56] [Mangoludek]: $wa 

[22.1.2021 | 15:36:57] [Mangoludek]: $wa 

[22.1.2021 | 15:36:59] [Mangoludek]: $wa 

[22.1.2021 | 15:37:0] [Mangoludek]: $wa 

[22.1.2021 | 15:37:2] [Mangoludek]: $wa 

[22.1.2021 | 15:37:3] [Mangoludek]: $wa 

[22.1.2021 | 15:37:5] [Mangoludek]: $wa 

[22.1.2021 | 15:37:6] [Mangoludek]: $wa 

[22.1.2021 | 15:37:19] [fockus17]: $im Hitoka Yachi 

[22.1.2021 | 15:37:26] [Mangoludek]: Lubię furry 

[22.1.2021 | 15:37:32] [fockus17]: 'claim 51 

[22.1.2021 | 15:37:36] [fockus17]: 'claim 51 

[22.1.2021 | 15:37:40] [fockus17]: Ja też 

[22.1.2021 | 15:37:41] [Mangoludek]: Jebać furry 

[22.1.2021 | 15:37:45] [fockus17]: 'claim 41 

[22.1.2021 | 15:38:19][fockus17]: undefined [Image Link:https://cdn.discordapp.com/attachments/762262957291077683/802185379599220777/Screenshot_20210122_153809.jpg] 

[22.1.2021 | 15:38:45][Mangoludek]: undefined [Image Link:https://cdn.discordapp.com/attachments/762262957291077683/802185490844876880/1320982052.webp] 

[22.1.2021 | 15:42:37] [Mangoludek]: Papaj 

[22.1.2021 | 16:50:32] [fockus17]: $ma 

[22.1.2021 | 16:50:33] [fockus17]: $ma 

[22.1.2021 | 16:50:37] [fockus17]: $ma 

[22.1.2021 | 16:50:38] [fockus17]: $ma 

[22.1.2021 | 16:50:41] [fockus17]: $ma 

[22.1.2021 | 16:50:41] [fockus17]: $ma 

[22.1.2021 | 16:50:44] [fockus17]: $ma 

[22.1.2021 | 16:50:45] [fockus17]: $ma 

[22.1.2021 | 16:50:48] [fockus17]: $ma 

[22.1.2021 | 16:51:5] [Mangoludek]: $wa 

[22.1.2021 | 16:51:11] [Mangoludek]: $wa 

[22.1.2021 | 16:51:12] [Mangoludek]: $wa 

[22.1.2021 | 16:51:13] [Mangoludek]: $wa 

[22.1.2021 | 16:51:16] [Mangoludek]: $wa 

[22.1.2021 | 16:51:17] [Mangoludek]: $wa 

[22.1.2021 | 16:51:18] [Mangoludek]: $wa 

[22.1.2021 | 16:51:19] [Mangoludek]: $wa 

[22.1.2021 | 16:51:20] [Mangoludek]: $wa 

[22.1.2021 | 16:51:50] [fockus17]: $im Cercer 

[22.1.2021 | 17:58:23] [fockus17]: $ma 

[22.1.2021 | 17:58:24] [fockus17]: $ma 

[22.1.2021 | 17:58:33] [fockus17]: $ma 

[22.1.2021 | 17:58:34] [fockus17]: $ma 

[22.1.2021 | 17:58:39] [fockus17]: $ma 

[22.1.2021 | 17:58:40] [fockus17]: $ma 

[22.1.2021 | 17:58:46] [fockus17]: $ma 

[22.1.2021 | 17:58:49] [fockus17]: $ma 

[22.1.2021 | 17:58:52] [fockus17]: $ma 

[22.1.2021 | 17:58:54] [fockus17]: $ma 

[22.1.2021 | 17:59:28] [Mangoludek]: $wa 

[22.1.2021 | 17:59:37] [Mangoludek]: $wa 

[22.1.2021 | 17:59:39] [Mangoludek]: $wa 

[22.1.2021 | 17:59:40] [Mangoludek]: $wa 

[22.1.2021 | 17:59:42] [Mangoludek]: $wa 

[22.1.2021 | 17:59:44] [Mangoludek]: $wa 

[22.1.2021 | 17:59:45] [Mangoludek]: $wa 

[22.1.2021 | 17:59:46] [Mangoludek]: $wa 

[22.1.2021 | 17:59:47] [Mangoludek]: $wa 

[22.1.2021 | 18:0:1] [fockus17]: $ma 

[22.1.2021 | 18:0:1] [Mangoludek]: $im Furrg 

[22.1.2021 | 18:0:7] [Mangoludek]: $im furry 

[22.1.2021 | 18:0:29] [fockus17]: $im Thomas Edison 

[22.1.2021 | 18:0:35] [Mangoludek]: XD 

[22.1.2021 | 18:0:43] [fockus17]: $im Banjo 

[22.1.2021 | 18:2:15] [Służąca]: $mg 

[22.1.2021 | 18:2:16] [Służąca]: $mg 

[22.1.2021 | 18:2:17] [Służąca]: $mg 

[22.1.2021 | 18:2:19] [Służąca]: $mg 

[22.1.2021 | 18:2:20] [Służąca]: $mg 

[22.1.2021 | 18:2:21] [Służąca]: $mg 

[22.1.2021 | 18:2:22] [Służąca]: $mg 

[22.1.2021 | 18:2:24] [Służąca]: $mg 

[22.1.2021 | 18:2:25] [Służąca]: $mg 

[22.1.2021 | 18:11:15] [fockus17]: $ma 

[22.1.2021 | 18:17:22][fockus17]: <@563456983257317402> [Image Link:https://cdn.discordapp.com/attachments/762262957291077683/802225409051197531/image0-4-1.png] 

[22.1.2021 | 18:17:26] [fockus17]: 1 

[22.1.2021 | 18:17:27] [fockus17]: 2 

[22.1.2021 | 18:17:29] [fockus17]: 3 

[22.1.2021 | 18:17:30] [fockus17]: 4 

[22.1.2021 | 18:17:31] [fockus17]: 5 

[22.1.2021 | 18:17:32] [fockus17]: 6 

[22.1.2021 | 18:17:33] [fockus17]: 7 

[22.1.2021 | 18:17:34] [fockus17]: 8 

[22.1.2021 | 18:17:36] [fockus17]: 9 

[22.1.2021 | 18:17:37] [fockus17]: 10 

[22.1.2021 | 18:17:52] [Mangoludek]: $wa 

[22.1.2021 | 18:18:3] [Mangoludek]: $wa 

[22.1.2021 | 18:18:16][Mangoludek]: undefined [Image Link:https://cdn.discordapp.com/attachments/762262957291077683/802225636089135125/20210112_025412.jpg] 

[22.1.2021 | 18:18:28][fockus17]: undefined [Image Link:https://cdn.discordapp.com/attachments/762262957291077683/802225684810170388/20210121_104449.jpg] 

[22.1.2021 | 18:30:54] [fockus17]: $ma 

[22.1.2021 | 18:35:30] [fockus17]: $ma 

[22.1.2021 | 18:35:43] [fockus17]: $ma 

[22.1.2021 | 18:35:44] [Mangoludek]: $wa 

[22.1.2021 | 18:35:46] [Mangoludek]: $wa 

[22.1.2021 | 18:35:47] [fockus17]: $ma 

[22.1.2021 | 18:35:50] [Mangoludek]: $wa 

[22.1.2021 | 18:35:52] [Mangoludek]: $wa 

[22.1.2021 | 18:35:57] [Mangoludek]: $wa 

[22.1.2021 | 18:35:59] [fockus17]: $ma 

[22.1.2021 | 18:36:0] [Mangoludek]: $wa 

[22.1.2021 | 18:36:2] [Mangoludek]: $wa 

[22.1.2021 | 18:36:3] [fockus17]: $ma 

[22.1.2021 | 18:36:4] [Mangoludek]: $wa 

[22.1.2021 | 18:36:5] [Mangoludek]: $wa 

[22.1.2021 | 18:36:7] [Mangoludek]: $wa 

[22.1.2021 | 18:36:8] [Mangoludek]: $wa 

[22.1.2021 | 18:36:16] [fockus17]: $dk 

[22.1.2021 | 18:36:19] [fockus17]: $ma 

[22.1.2021 | 18:36:21] [fockus17]: $ma 

[22.1.2021 | 18:36:24] [fockus17]: $ma 

[22.1.2021 | 18:36:24] [Mangoludek]: $im Hatsune Inku 

[22.1.2021 | 18:36:25] [fockus17]: $ma 

[22.1.2021 | 18:36:27] [fockus17]: $ma 

[22.1.2021 | 18:36:33] [Mangoludek]: $im Hatsune Inku 

[22.1.2021 | 18:37:6] [Mangoludek]: Jebać Leviego 

[22.1.2021 | 18:37:12] [fockus17]: $im Frytka 

[22.1.2021 | 18:39:45] [Mangoludek]: $im furry 

[22.1.2021 | 18:40:13] [Mangoludek]: $im Makoto Nanaya 

[22.1.2021 | 18:40:33] [Mangoludek]: $im Nia 

[22.1.2021 | 18:40:44] [fockus17]: $im Nia Nia 

[22.1.2021 | 18:40:49] [Mangoludek]: $im Banjo 

[22.1.2021 | 18:40:51] [fockus17]: $im Nya 

[22.1.2021 | 18:41:2] [Mangoludek]: $im XD 

[22.1.2021 | 18:41:17] [Mangoludek]: $im dis 

[22.1.2021 | 18:41:17] [fockus17]: $im Cao cao (DxD) 

[22.1.2021 | 18:41:30] [Mangoludek]: $im ty 

[22.1.2021 | 18:41:36] [fockus17]: $im Yutto Kiba 

[22.1.2021 | 18:41:39] [Mangoludek]: $im xxx 

[22.1.2021 | 18:41:45] [fockus17]: $im Yuuto Kiba 

[22.1.2021 | 18:41:53] [Mangoludek]: $im fockus 

[22.1.2021 | 18:41:57] [fockus17]: $im ja 

[22.1.2021 | 18:42:6] [Mangoludek]: $8m jack 

[22.1.2021 | 18:42:8] [fockus17]: $im Wojak 

[22.1.2021 | 18:42:14] [fockus17]: 'claim 60 

[22.1.2021 | 18:42:20] [Mangoludek]: Claim 

[22.1.2021 | 18:42:29] [Mangoludek]: 6 

[22.1.2021 | 18:42:33] [Mangoludek]: $im 1 

[22.1.2021 | 18:43:9] [Mangoludek]: $im mama 

[22.1.2021 | 18:43:9] [fockus17]: $im Patryk 

[22.1.2021 | 18:43:15] [fockus17]: $im Patryk 

[22.1.2021 | 18:43:20] [fockus17]: $im tata 

[22.1.2021 | 18:43:26] [Mangoludek]: $im Leonardo Watch 

[22.1.2021 | 18:43:53][fockus17]: undefined [Image Link:https://cdn.discordapp.com/attachments/762262957291077683/802232082876334080/received_238565064413772.jpeg] 

[22.1.2021 | 18:44:33] [fockus17]: $ma 

[22.1.2021 | 18:44:38] [Mangoludek]: $im Beatka 

[22.1.2021 | 18:44:39] [fockus17]: $dk 

[22.1.2021 | 18:44:44] [fockus17]: 'claim 43 

[22.1.2021 | 18:44:51] [Mangoludek]: $im DK 

[22.1.2021 | 18:45:7] [fockus17]: $im Thomas 

[22.1.2021 | 18:45:9] [Mangoludek]: $im Mario 

[22.1.2021 | 18:45:16] [fockus17]: $im Luigi 

[22.1.2021 | 18:45:25] [fockus17]: $im Wario 

[22.1.2021 | 18:45:35] [Mangoludek]: $im sonic 

[22.1.2021 | 18:45:36] [fockus17]: $im Spy 

[22.1.2021 | 18:45:45] [Mangoludek]: $im sxout 

[22.1.2021 | 18:45:46] [fockus17]: $im Doctor 

[22.1.2021 | 18:45:51] [Mangoludek]: $im scout 

[22.1.2021 | 18:45:57] [fockus17]: $im Big ben 

[22.1.2021 | 18:46:10] [fockus17]: $im Doctor who 

[22.1.2021 | 18:46:13] [Mangoludek]: $im Who 

[22.1.2021 | 18:46:34] [fockus17]: $im Who's who 

[22.1.2021 | 18:46:47] [Mangoludek]: $im dexter 

[22.1.2021 | 18:46:50] [fockus17]: $im Shoop Da whoop 

[22.1.2021 | 18:47:8] [fockus17]: $im Johny bravo 

[22.1.2021 | 18:47:18] [Mangoludek]: $im jonhy Dick 

[22.1.2021 | 18:47:25] [fockus17]: $im Jonhy bravo 

[22.1.2021 | 18:47:28] [Mangoludek]: $im Dick 

[22.1.2021 | 18:47:36] [fockus17]: $im XXXTENTACION 

[22.1.2021 | 18:47:42] [fockus17]: $im John cena 

[22.1.2021 | 18:47:46] [Mangoludek]: $im Akihiro 

[22.1.2021 | 18:48:6] [Mangoludek]: $im Hatsune 

[22.1.2021 | 18:48:18] [Mangoludek]: $im Hatsune Miku 

[22.1.2021 | 18:48:25] [fockus17]: $top 

[22.1.2021 | 18:48:48] [fockus17]: $im Chiaki nanami 

[22.1.2021 | 18:49:3] [fockus17]: $im Katsuki Bakugi 

[22.1.2021 | 18:49:12] [fockus17]: $im Katsuki Bakugo 

[22.1.2021 | 18:49:18] [Mangoludek]: $im Hestia 

[22.1.2021 | 18:49:37] [Mangoludek]: $im Nami 

