[9.1.2021 | 20:2:19] [Kishunia]: Pora na tabletki. 
[17.1.2021 | 23:21:4] [krasnal ogrodowy niko]: ALE PODSKOCZYŁEM O CENTYMETR 

[17.1.2021 | 23:21:12] [piołun]: ~~pewnie znowu bedzie sie dael na priv ze ciagle go krytykuje~~ 

[17.1.2021 | 23:21:23] [cheeto pizzerini]: ||kto|| 

[17.1.2021 | 23:21:23] [piołun]: Stanie na palcach aie nie lixzy 

[17.1.2021 | 23:21:33] [krasnal ogrodowy niko]: -_- 

[17.1.2021 | 23:21:47] [piołun]: Nie zaprzeczam, ale.. hEH 

[17.1.2021 | 23:21:50] [_Zack_]: A ile masz 

[17.1.2021 | 23:21:51] [cheeto pizzerini]: zupa mi stygnie 

[17.1.2021 | 23:21:57] [piołun]: Siusiaka 

[17.1.2021 | 23:21:58] [cheeto pizzerini]: zup? 

[17.1.2021 | 23:22:2] [_Zack_]: Tak 

[17.1.2021 | 23:22:3] [cheeto pizzerini]: 3 

[17.1.2021 | 23:22:6] [krasnal ogrodowy niko]: Sto sześćdziesiąt JEDEN 

[17.1.2021 | 23:22:12] [_Zack_]: Duży chuj 

[17.1.2021 | 23:22:13] [piołun]: Masz trzy siusiaki? 

[17.1.2021 | 23:22:18] [cheeto pizzerini]: tak 

[17.1.2021 | 23:22:23] [cheeto pizzerini]: ale na codzień jeden 

[17.1.2021 | 23:22:25] [_Zack_]: Ja mam dwa 

[17.1.2021 | 23:22:29] [_Zack_]: Ale jestem bezplodny 

[17.1.2021 | 23:22:30] [cheeto pizzerini]: na specjalne okazje 3 

[17.1.2021 | 23:22:37] [piołun]: Niko czituje nie liczy sie 

[17.1.2021 | 23:22:56] [_Zack_]: Co za krasnal 

[17.1.2021 | 23:22:59] [_Zack_]: Ja mam 185 

[17.1.2021 | 23:23:3] [krasnal ogrodowy niko]: Shut 

[17.1.2021 | 23:23:6] [krasnal ogrodowy niko]: The fuck 

[17.1.2021 | 23:23:7] [piołun]: Ale grzmot 

[17.1.2021 | 23:23:7] [krasnal ogrodowy niko]: UP 

[17.1.2021 | 23:23:16] [_Zack_]: Ale mnie jebło 

[17.1.2021 | 23:23:17] [_Zack_]: To ap 

[17.1.2021 | 23:23:25] [piołun]: Ap ap 

[17.1.2021 | 23:23:26] [cheeto pizzerini]: chce byc wysoka 

[17.1.2021 | 23:23:30] [krasnal ogrodowy niko]: A MÓJ BRAT JEZT WYRZSZY 

[17.1.2021 | 23:23:31] [_Zack_]: Aż mi serducho stanęło 

[17.1.2021 | 23:23:32] [cheeto pizzerini]: zeby dominować 

[17.1.2021 | 23:23:34] [piołun]: aP SRAP 

[17.1.2021 | 23:23:40] [cheeto pizzerini]: niskich chłopców 

[17.1.2021 | 23:23:42] [_Zack_]: Jak chuj w gardle sashy gray 

[17.1.2021 | 23:24:1] [piołun]: Cycki>siusiaki 

[17.1.2021 | 23:24:6] [cheeto pizzerini]: yeah 

[17.1.2021 | 23:24:8] [piołun]: Amen 

[17.1.2021 | 23:24:8] [_Zack_]: Jakbym był babom też bym chciał dominować niskich chłopców 

[17.1.2021 | 23:24:11] [cheeto pizzerini]: tru 

[17.1.2021 | 23:24:13] [_Zack_]: Bo tak chłop że chlopem 

[17.1.2021 | 23:24:16] [_Zack_]: To ni 

[17.1.2021 | 23:24:28] [cheeto pizzerini]: ja chce tylko chłopów dominować 

[17.1.2021 | 23:24:30] [cheeto pizzerini]: laski nie 

[17.1.2021 | 23:24:32] [krasnal ogrodowy niko]: Dzi3 

[17.1.2021 | 23:24:33] [cheeto pizzerini]: laski kocham 

[17.1.2021 | 23:24:37] [cheeto pizzerini]: kocham kobiety 

[17.1.2021 | 23:24:39] [krasnal ogrodowy niko]: Ki 

[17.1.2021 | 23:24:43] [piołun]: Nie? ;; 

[17.1.2021 | 23:24:47] [_Zack_]: Cycki ci nie wypuszczają magicznego ciepłego płynu jak się podniecisz 

[17.1.2021 | 23:24:52] [cheeto pizzerini]: HA 

[17.1.2021 | 23:24:53] [cheeto pizzerini]: nie 

[17.1.2021 | 23:24:57] [krasnal ogrodowy niko]: WŁAŚNIE 

[17.1.2021 | 23:25:10] [cheeto pizzerini]: jeśli samica by mnie poprosiła o moje organy wszystkie to bym z chęcią oddała 

[17.1.2021 | 23:25:11] [piołun]: Cycki cie wykarmily spermoludku 

[17.1.2021 | 23:25:16] [_Zack_]: Ale wolę żeby mi do dupy nic nie lecialy 

[17.1.2021 | 23:25:22] [_Zack_]: Wolę że mi leci 

[17.1.2021 | 23:25:24] [_Zack_]: Znaczy co 

[17.1.2021 | 23:25:35] [piołun]: Zalety cyckow: 

[17.1.2021 | 23:25:36] [krasnal ogrodowy niko]: A mnie nie ha 

[17.1.2021 | 23:25:39] [piołun]: Niko ixh nie tknie 

[17.1.2021 | 23:25:45] [piołun]: Ładnie wyglądają 

[17.1.2021 | 23:25:46] [krasnal ogrodowy niko]: Bo moja matka nie miała mleka 

[17.1.2021 | 23:25:48] [_Zack_]: Wiem ale wg mnie orgazm jest lepszy u chłopa więc się cieszę 

[17.1.2021 | 23:25:52] [cheeto pizzerini]: mnie wykarmiły wilki 

[17.1.2021 | 23:25:58] [cheeto pizzerini]: i dzikie zwierzęta 

[17.1.2021 | 23:26:0] [piołun]: A mnie oceloty 

[17.1.2021 | 23:26:1] [krasnal ogrodowy niko]: I musiałem pić z butelki takie robione 

[17.1.2021 | 23:26:4] [cheeto pizzerini]: z wscieklizną 

[17.1.2021 | 23:26:8] [_Zack_]: Ale one też mają cyce 

[17.1.2021 | 23:26:10] [_Zack_]: Zoofilu 

[17.1.2021 | 23:26:12] [cheeto pizzerini]: noi 

[17.1.2021 | 23:26:22] [piołun]: Od najmlodszyxh lat bylam jak moj idol dundersztyc 

[17.1.2021 | 23:26:23] [cheeto pizzerini]: jaki zoofilu 

[17.1.2021 | 23:26:26] [cheeto pizzerini]: spadaj4 

[17.1.2021 | 23:26:36] [_Zack_]: Dobra idę spać 

[17.1.2021 | 23:26:39] [cheeto pizzerini]: idź 

[17.1.2021 | 23:26:40] [piołun]: I dlatego jestes gejem 

[17.1.2021 | 23:26:49] [cheeto pizzerini]: dokładnie tak 

[17.1.2021 | 23:26:51] [piołun]: Nie bedziemy tesknic 

[17.1.2021 | 23:26:53] [piołun]: Spadaj 

[17.1.2021 | 23:26:56] [_Zack_]: Bo ubzuz wbiję I stwierdzi że pojebany jestem 

[17.1.2021 | 23:26:56] [piołun]: 👋 

[17.1.2021 | 23:26:57] [cheeto pizzerini]: bedziemy 

[17.1.2021 | 23:27:1] [cheeto pizzerini]: ale i tak spadaj 

[17.1.2021 | 23:27:5] [_Zack_]: <3 

[17.1.2021 | 23:27:5] [piołun]: Nie 

[17.1.2021 | 23:27:11] [piołun]: JZ 

[17.1.2021 | 23:27:12] [cheeto pizzerini]: nie no nie bedziemy 

[17.1.2021 | 23:27:14] [cheeto pizzerini]: jz 

[17.1.2021 | 23:27:16] [piołun]: Wlasnie 

[17.1.2021 | 23:27:23] [cheeto pizzerini]: zack hate club 

[17.1.2021 | 23:27:27] [_Zack_]: A już myślałem 

[17.1.2021 | 23:27:32] [_Zack_]: Że mnie ktoś lubi 

[17.1.2021 | 23:27:38] [cheeto pizzerini]: hahah nie 

[17.1.2021 | 23:27:40] [_Zack_]: Chlip chlip 

[17.1.2021 | 23:27:42] [piołun]: Nikt cie nie lubi 

[17.1.2021 | 23:27:48] [piołun]: Kto by cie lubil prosze cie 

[17.1.2021 | 23:27:55] [_Zack_]: Ale gejem nie zostanę 

[17.1.2021 | 23:27:55] [cheeto pizzerini]: sTARCZY 

[17.1.2021 | 23:28:7] [cheeto pizzerini]: a no to faktycznie nikt cie nie lubi 

[17.1.2021 | 23:28:10] [cheeto pizzerini]: spadaj 

[17.1.2021 | 23:28:12] [krasnal ogrodowy niko]: Chce dołączyć do klubu hejtary zacka 

[17.1.2021 | 23:28:23] [cheeto pizzerini]: zack 

[17.1.2021 | 23:28:26] [piołun]: Niko by byl zainteresowany koleinym gejem pewnie 

[17.1.2021 | 23:28:27] [cheeto pizzerini]: mam szybkie pytanie 

[17.1.2021 | 23:28:39] [cheeto pizzerini]: zack 

[17.1.2021 | 23:28:40] [piołun]: Kiedy grupowe jebanie zacka? 

[17.1.2021 | 23:28:44] [cheeto pizzerini]: mam szybkie pytanie 

[17.1.2021 | 23:28:46] [cheeto pizzerini]: teraz 

[17.1.2021 | 23:28:49] [cheeto pizzerini]: jak najszybciej 

[17.1.2021 | 23:28:49] [_Zack_]: Zack 

[17.1.2021 | 23:28:51] [_Zack_]: Zack 

[17.1.2021 | 23:28:54] [_Zack_]: Rucham poduszki 

[17.1.2021 | 23:28:56] [piołun]: Zamka kurwa 

[17.1.2021 | 23:28:56] [cheeto pizzerini]: zack 

[17.1.2021 | 23:28:57] [krasnal ogrodowy niko]: Ja mam Karola 😂 👍 

[17.1.2021 | 23:28:59] [_Zack_]: Ale się rumuje 

[17.1.2021 | 23:29:2] [krasnal ogrodowy niko]: Zaraz co- 

[17.1.2021 | 23:29:13] [piołun]: Shipuje was synus <3 

[17.1.2021 | 23:29:23] [_Zack_]: Szto 

[17.1.2021 | 23:29:25] [cheeto pizzerini]: zack czy zalozylbyś spódniczkę 

[17.1.2021 | 23:29:26] [krasnal ogrodowy niko]: To ja spróbuję iść spać 

[17.1.2021 | 23:29:32] [_Zack_]: Nie 

[17.1.2021 | 23:29:32] [cheeto pizzerini]: albo strój pokojówki 

[17.1.2021 | 23:29:37] [cheeto pizzerini]: ie? 

[17.1.2021 | 23:29:38] [cheeto pizzerini]: nie? 

[17.1.2021 | 23:29:44] [cheeto pizzerini]: okej dostajes bana 

[17.1.2021 | 23:29:46] [_Zack_]: Wolałbym się ruchac już z chlopem 

[17.1.2021 | 23:29:47] [piołun]: Ale zacka nie wolno shipowac, nikt nie byl na tyle zly by mu kogos takiego dawac 

[17.1.2021 | 23:29:54] [_Zack_]: No 

[17.1.2021 | 23:29:56] [piołun]: <@697153934246150185>  pacz 

[17.1.2021 | 23:30:8] [cheeto pizzerini]: dość ⛔ 

[17.1.2021 | 23:30:13] [piołun]: Dobra '( 

[17.1.2021 | 23:30:15] [_Zack_]: A co on jedyny jest 

[17.1.2021 | 23:30:23] [_Zack_]: Jak już trzeba to wolę większe grono 

[17.1.2021 | 23:30:25] [cheeto pizzerini]: ja też bym zacka wyrchal 

[17.1.2021 | 23:30:34] [cheeto pizzerini]: jakby chcial 

[17.1.2021 | 23:30:35] [piołun]: JZ 

[17.1.2021 | 23:30:37] [cheeto pizzerini]: jz 

[17.1.2021 | 23:30:39] [_Zack_]: Ale ja jestem topem 

[17.1.2021 | 23:30:41] [_Zack_]: Dzieci 

[17.1.2021 | 23:30:44] [cheeto pizzerini]: um nie 

[17.1.2021 | 23:30:45] [piołun]: Co 

[17.1.2021 | 23:30:49] [piołun]: Topem dzieci? 

[17.1.2021 | 23:30:50] [cheeto pizzerini]: ze mną byłbys bottomem 

[17.1.2021 | 23:30:55] [piołun]: cO 

[17.1.2021 | 23:30:56] [cheeto pizzerini]: zapewniam cie 

[17.1.2021 | 23:31:4] [_Zack_]: Oj nie bądź taka pewna 

[17.1.2021 | 23:31:10] [piołun]: CZY TY GNIECIEsz dzieci 

[17.1.2021 | 23:31:11] [cheeto pizzerini]: oj bede 

[17.1.2021 | 23:31:12] [_Zack_]: Taki 

[17.1.2021 | 23:31:16] [_Zack_]: Kurwa 

[17.1.2021 | 23:31:21] [_Zack_]: Jakiej wy jesteście plci 

[17.1.2021 | 23:31:27] [cheeto pizzerini]: pewnosc siebie to mój najwiekszy atut 

[17.1.2021 | 23:31:31] [piołun]: Ja jestem bylicą piołun 

[17.1.2021 | 23:31:37] [piołun]: Milo mi 

[17.1.2021 | 23:31:37] [_Zack_]: Ty to baba 

[17.1.2021 | 23:31:38] [cheeto pizzerini]: tylko pedały mają płeć 

[17.1.2021 | 23:31:50] [cheeto pizzerini]: a ja nie jestem jakims pedałem 

[17.1.2021 | 23:31:51] [cheeto pizzerini]: fuj 

[17.1.2021 | 23:31:56] [piołun]: Jestem bylicą piolun 

[17.1.2021 | 23:32:8] [_Zack_]: Ja jestem chop 

[17.1.2021 | 23:32:16] [_Zack_]: Z mocą bdsm 

[17.1.2021 | 23:32:20] [piołun]: To cEmu nie jestes w pracy? 

[17.1.2021 | 23:32:26] [piołun]: Ja ci juz obiad gotuje 

[17.1.2021 | 23:32:30] [cheeto pizzerini]: ja jestem chłop 

[17.1.2021 | 23:32:33] [cheeto pizzerini]: z cycami 

[17.1.2021 | 23:32:34] [_Zack_]: O fajno 

[17.1.2021 | 23:32:35] [cheeto pizzerini]: dużymi 

[17.1.2021 | 23:32:38] [_Zack_]: U 

[17.1.2021 | 23:32:39] [piołun]: Mraw 

[17.1.2021 | 23:32:40] [cheeto pizzerini]: i chujem długim 

[17.1.2021 | 23:32:41] [_Zack_]: Lubię takie 

[17.1.2021 | 23:32:43] [piołun]: Skrobia ma duzefo 

[17.1.2021 | 23:32:43] [_Zack_]: Duże 

[17.1.2021 | 23:32:46] [piołun]: Taaak 

[17.1.2021 | 23:33:10] [_Zack_]: Ja pewnego dnia przyjdę z pistoletem 

[17.1.2021 | 23:33:17] [_Zack_]: I włączę pumped kicks 

[17.1.2021 | 23:33:23] [_Zack_]: I będę straszyć dzieci 

[17.1.2021 | 23:33:23] [cheeto pizzerini]: i zajebiesz mnie 

[17.1.2021 | 23:33:28] [cheeto pizzerini]: ok? 

[17.1.2021 | 23:33:31] [cheeto pizzerini]: umuwmy sie tak 

[17.1.2021 | 23:33:36] [_Zack_]: Nie 

[17.1.2021 | 23:33:42] [_Zack_]: Będziesz cierpiec 

[17.1.2021 | 23:33:51] [cheeto pizzerini]: poggers 

[17.1.2021 | 23:33:55] [piołun]: Ja tez chxe 

[17.1.2021 | 23:34:2] [_Zack_]: Oks 

[17.1.2021 | 23:34:8] [piołun]: Lubie targanie po wlosach 

[17.1.2021 | 23:34:16] [_Zack_]: Dobrze to będę targał 

[17.1.2021 | 23:34:19] [cheeto pizzerini]: zaklepuje klapsy 

[17.1.2021 | 23:34:20] [cheeto pizzerini]: pls 

[17.1.2021 | 23:34:31] [_Zack_]: Jak mocne 

[17.1.2021 | 23:34:35] [cheeto pizzerini]: obojętne 

[17.1.2021 | 23:34:41] [_Zack_]: A to chopska 

[17.1.2021 | 23:34:43] [_Zack_]: Łapa 

[17.1.2021 | 23:34:59] [piołun]: To taka xhopska łapa co niejednego konara zerwała 

[17.1.2021 | 23:35:9] [piołun]: Drwal prawdziwy menszczyzna 

[17.1.2021 | 23:35:19] [Deamovsky]: Ayaya 

[17.1.2021 | 23:35:27] [cheeto pizzerini]: akurat przylazł 

[17.1.2021 | 23:35:31] [piołun]: A nie jakies ogladanie anime 

[17.1.2021 | 23:35:31] [cheeto pizzerini]: prawdziwy facet 

[17.1.2021 | 23:35:36] [piołun]: Hapfu 

[17.1.2021 | 23:35:41] [cheeto pizzerini]: jebać anime 

[17.1.2021 | 23:35:55] [piołun]: JZ 

[17.1.2021 | 23:35:57] [piołun]: JA 

[17.1.2021 | 23:36:7] [piołun]: JD 

[17.1.2021 | 23:36:23] [cheeto pizzerini]: kto to ja 

[17.1.2021 | 23:36:33] [Deamovsky]: Anime to sztuka 

[17.1.2021 | 23:36:40] [cheeto pizzerini]: anime jest gejowskie 

[17.1.2021 | 23:36:46] [piołun]: Jebac anime 

[17.1.2021 | 23:36:47] [piołun]: Tak 

[17.1.2021 | 23:36:48] [cheeto pizzerini]: tylko to jakies zjeby oglądają 

[17.1.2021 | 23:36:51] [cheeto pizzerini]: jebać anime 

[17.1.2021 | 23:36:56] [cheeto pizzerini]: jebać lgbbq 

[17.1.2021 | 23:36:59] [Deamovsky]: Ayaya 

[17.1.2021 | 23:37:17] [cheeto pizzerini]: zaraz ci wypierdole tym ayaya 

[17.1.2021 | 23:37:23] [piołun]: Ayayayya 

[17.1.2021 | 23:37:26] [Deamovsky]: Ayaya 

[17.1.2021 | 23:37:34] [piołun]: wpierdol mi skrobiaaaa >\\\< 

[17.1.2021 | 23:37:58] [_Zack_]: Deam 

[17.1.2021 | 23:38:0] [_Zack_]: A Ty chop 

[17.1.2021 | 23:38:2] [_Zack_]: Czy baba 

[17.1.2021 | 23:38:4] [cheeto pizzerini]: baba 

[17.1.2021 | 23:38:11] [Deamovsky]: Oczywiście że chłop 

[17.1.2021 | 23:38:16] [cheeto pizzerini]: ew 

[17.1.2021 | 23:38:18] [cheeto pizzerini]: od kiedy 

[17.1.2021 | 23:38:26] [_Zack_]: A lubisz inne chopy czy baby 

[17.1.2021 | 23:38:36] [piołun]: Deam to gej 

[17.1.2021 | 23:38:43] [Deamovsky]: Oczywiście że wolę dziewczyny 

[17.1.2021 | 23:38:46] [cheeto pizzerini]: a co ty sie tak interesujesz zack 

[17.1.2021 | 23:38:47] [piołun]: Mowioam 

[17.1.2021 | 23:38:49] [cheeto pizzerini]: nie podrywaj go 

[17.1.2021 | 23:39:4] [_Zack_]: Ja się rozeznaje 

[17.1.2021 | 23:39:9] [cheeto pizzerini]: on jest hetero 🇵🇱 💪 

[17.1.2021 | 23:39:13] [_Zack_]: Komu można ufać A kto Cię w nocy wyrucha 

[17.1.2021 | 23:39:15] [piołun]: Zeby wiedziex gdzie uderzac 

[17.1.2021 | 23:39:31] [piołun]: Niko ci do klamki do drzwi nie dosiegnie, chill 

[17.1.2021 | 23:39:35] [cheeto pizzerini]: mnie można ufać a i tak wyrucham 

[17.1.2021 | 23:39:44] [cheeto pizzerini]: wszystkich 

[17.1.2021 | 23:39:46] [_Zack_]: Jego się nie boję co ty 

[17.1.2021 | 23:39:53] [cheeto pizzerini]: kogo sie boisz 

[17.1.2021 | 23:39:56] [cheeto pizzerini]: zack 

[17.1.2021 | 23:39:57] [_Zack_]: Albo ja Ciebie 

[17.1.2021 | 23:39:57] [cheeto pizzerini]: kogo 

[17.1.2021 | 23:40:3] [_Zack_]: Zobaczymy kto będzie szybciej 

[17.1.2021 | 23:40:6] [cheeto pizzerini]: nie sądzę 

[17.1.2021 | 23:40:30] [_Zack_]: Boję się Egipcjan 

[17.1.2021 | 23:40:39] [cheeto pizzerini]: słusznie 

[17.1.2021 | 23:40:42] [_Zack_]: Bo oni są w 2d 

[17.1.2021 | 23:41:13] [cheeto pizzerini]: ja sie nie boje nikogo i niczego 

[17.1.2021 | 23:41:21] [cheeto pizzerini]: jestem prawdziwym samcem alfa tego serwera 

[17.1.2021 | 23:41:30] [cheeto pizzerini]: czy wam sie to podoba czy nie 

[17.1.2021 | 23:41:32] [cheeto pizzerini]: tak już jest 

[17.1.2021 | 23:42:13] [Deamovsky]: Śmiem wątpić 

[17.1.2021 | 23:42:34] [cheeto pizzerini]: a co bo ty nim jesteś? nie rozśmieszaj mnie 😹 

[17.1.2021 | 23:42:46] [Deamovsky]: Nope 

[17.1.2021 | 23:42:55] [cheeto pizzerini]: to kto jest 

[17.1.2021 | 23:43:1] [cheeto pizzerini]: chce się z nimi bić 

[17.1.2021 | 23:43:4] [Deamovsky]: Nikt 

[17.1.2021 | 23:43:12] [cheeto pizzerini]: tak nie można 

[17.1.2021 | 23:43:15] [cheeto pizzerini]: więc ja jestem 

[17.1.2021 | 23:43:32] [Deamovsky]: Ayaya 

[17.1.2021 | 23:44:19] [cheeto pizzerini]: 🔹 a 🔸 y 🔹  a🔸  y🔹  a🔸 

[17.1.2021 | 23:44:31] [_Zack_]: Ja się mogę nic 

[17.1.2021 | 23:44:33] [_Zack_]: Bić 

[17.1.2021 | 23:44:49] [cheeto pizzerini]: ty mi do pięt nie dorastasz stary 

[17.1.2021 | 23:44:53] [cheeto pizzerini]: strata czasu 

[17.1.2021 | 23:44:56] [cheeto pizzerini]: by była 

[17.1.2021 | 23:44:58] [_Zack_]: Mam gazrurke 

[17.1.2021 | 23:45:3] [_Zack_]: Gazrurka w łeb 

[17.1.2021 | 23:45:8] [_Zack_]: I hyhyhy 

[17.1.2021 | 23:45:12] [cheeto pizzerini]: a ja mam 

[17.1.2021 | 23:45:19] [cheeto pizzerini]: twoją starą 

[17.1.2021 | 23:45:21] [cheeto pizzerini]: i co? 

[17.1.2021 | 23:45:22] [_Zack_]: A ja mam 

[17.1.2021 | 23:45:24] [_Zack_]: Chujq 

[17.1.2021 | 23:45:25] [cheeto pizzerini]: i gówno. 

[17.1.2021 | 23:45:29] [cheeto pizzerini]: też mam chuja 

[17.1.2021 | 23:45:31] [cheeto pizzerini]: i co? 

[17.1.2021 | 23:45:33] [cheeto pizzerini]: i nic. 

[17.1.2021 | 23:45:37] [_Zack_]: Nie nie masz 

[17.1.2021 | 23:45:43] [cheeto pizzerini]: um mam 

[17.1.2021 | 23:45:49] [_Zack_]: Nie 

[17.1.2021 | 23:45:50] [cheeto pizzerini]: i to dużego 

[17.1.2021 | 23:45:54] [_Zack_]: To pokaż 

[17.1.2021 | 23:45:57] [cheeto pizzerini]: a skąd wiesz 

[17.1.2021 | 23:45:59] [cheeto pizzerini]: ew nie 

[17.1.2021 | 23:46:2] [cheeto pizzerini]: tu są dzieci 

[17.1.2021 | 23:46:4] [cheeto pizzerini]: i nieletni 

[17.1.2021 | 23:46:11] [_Zack_]: To na nsfw 

[17.1.2021 | 23:46:13] [cheeto pizzerini]: nie 

[17.1.2021 | 23:46:17] [cheeto pizzerini]: jestem nieletnia 

[17.1.2021 | 23:46:19] [cheeto pizzerini]: przeciez 

[17.1.2021 | 23:46:22] [_Zack_]: Bo nie masz 

[17.1.2021 | 23:46:24] [cheeto pizzerini]: szanujmy sie 

[17.1.2021 | 23:46:27] [_Zack_]: Ja też jestem nieletni 

[17.1.2021 | 23:46:32] [cheeto pizzerini]: i co mnie to 

[17.1.2021 | 23:46:35] [cheeto pizzerini]: sa tu dorośli 

[17.1.2021 | 23:46:37] [_Zack_]: Guzik 

[17.1.2021 | 23:46:40] [_Zack_]: Ile masz lat 

[17.1.2021 | 23:46:44] [cheeto pizzerini]: twoja stara 

[17.1.2021 | 23:46:46] [cheeto pizzerini]: 8 

[17.1.2021 | 23:46:54] [_Zack_]: A to pójdzie pod pedofilie 

[17.1.2021 | 23:46:56] [_Zack_]: Szkoda 

[17.1.2021 | 23:47:5] [cheeto pizzerini]: no właśnie 

[17.1.2021 | 23:47:12] [cheeto pizzerini]: uważaj bo cie zgłosze 

[17.1.2021 | 23:47:14] [cheeto pizzerini]: na psy 

[17.1.2021 | 23:47:15] [_Zack_]: Ale i tak nie mass 

[17.1.2021 | 23:47:18] [cheeto pizzerini]: mam 

[17.1.2021 | 23:47:22] [cheeto pizzerini]: piołun potwierdzi 

[17.1.2021 | 23:47:34] [_Zack_]: No to co 

[17.1.2021 | 23:47:37] [_Zack_]: Bitwa chujów 

[17.1.2021 | 23:47:44] [piołun]: Ona ma takiego siura ze łopanie 

[17.1.2021 | 23:47:52] [cheeto pizzerini]: ☝️ 

[17.1.2021 | 23:47:54] [cheeto pizzerini]: widzisz 

[17.1.2021 | 23:47:59] [cheeto pizzerini]: ok 

[17.1.2021 | 23:48:3] [piołun]: Maczuga herkulesa w OPN to rzezba w skali 1:1 

[17.1.2021 | 23:48:5] [cheeto pizzerini]: ale troche to pedalskie 

[17.1.2021 | 23:48:6] [_Zack_]: No a ja mam falowanego 

[17.1.2021 | 23:48:8] [piołun]: RoxUmiesz to 

[17.1.2021 | 23:48:18] [piołun]: Wiesz jaka to potęga 

[17.1.2021 | 23:48:39] [_Zack_]: Nie no trzeba już na serio sic spać bo się boję tego co pisze 

[17.1.2021 | 23:48:51] [_Zack_]: Potem się umowie na seksowanie 

[17.1.2021 | 23:48:54] [cheeto pizzerini]: oki 

[17.1.2021 | 23:48:56] [cheeto pizzerini]: zadzwoń 

[17.1.2021 | 23:48:57] [_Zack_]: Z kimś brzydkim 

[17.1.2021 | 23:48:59] [cheeto pizzerini]: buziaczki 

[17.1.2021 | 23:49:4] [cheeto pizzerini]: A no to nie do mnie 

[17.1.2021 | 23:49:5] [_Zack_]: Chętnie 

[17.1.2021 | 23:49:25] [piołun]: Zadzwonie xi do klatki schodowej a potem bede uciekac 

[17.1.2021 | 23:49:32] [cheeto pizzerini]: ja też 

[17.1.2021 | 23:49:37] [_Zack_]: A Ty jesteś stronk to zaliczasz się według innych kryteriow 

[17.1.2021 | 23:49:44] [cheeto pizzerini]: mhm 

[17.1.2021 | 23:49:53] [cheeto pizzerini]: jestem strong sexy and single 

[17.1.2021 | 23:49:56] [cheeto pizzerini]: hmu 

[17.1.2021 | 23:50:3] [_Zack_]: A ja lubię poduszki 

[17.1.2021 | 23:50:4] [piołun]: Pudzian<Skrobia 

[17.1.2021 | 23:50:12] [_Zack_]: Nara 

[17.1.2021 | 23:50:18] [_Zack_]: Będę listy pisał 

[17.1.2021 | 23:50:18] [cheeto pizzerini]: naura 

[17.1.2021 | 23:50:24] [cheeto pizzerini]: okej 🥰 

[17.1.2021 | 23:50:33] [piołun]: Na znaczki cie nie stac pfu 

[18.1.2021 | 8:37:41] [cheeto pizzerini]: mam pierwszą lekcję a już mam dość szkoły 😀 

[18.1.2021 | 8:37:50] [emm]: same 

[18.1.2021 | 8:38:21] [piołun]: oczy mnie juz bolą od patrzenia w ekran 

[18.1.2021 | 8:38:39] [cheeto pizzerini]: "iLe atomUw WaleNcYjnYch mA cHlor? SkrObiA?" 

[18.1.2021 | 8:38:49] [cheeto pizzerini]: kurwa 

[18.1.2021 | 8:38:58] [krasnal ogrodowy niko]: Wtf 

[18.1.2021 | 8:39:4] [emm]: co to są a t o m y  w a l e n c y j n e ? 

[18.1.2021 | 8:39:23] [cheeto pizzerini]: najgorsze jest to że ja wiem 

[18.1.2021 | 8:39:27] [emm]: <@!697153934246150185> w której my klasie wgl jesteśmy? 

[18.1.2021 | 8:39:35] [piołun]: a t o my n a o s t a t n i e j po w ł o c e 

[18.1.2021 | 8:39:38] [cheeto pizzerini]: ale nie mogłam tego znaleźć na tym okresie jebanym 

[18.1.2021 | 8:39:47] [piołun]: czh cos 

[18.1.2021 | 8:39:52] [piołun]: nie lubie chemii 

[18.1.2021 | 8:39:54] [cheeto pizzerini]: bo gówno widze co ona udostepnia 

[18.1.2021 | 8:40:7] [FiczetoX]: *Elektronów
7 

[18.1.2021 | 8:40:8] [emm]: jezu co 

[18.1.2021 | 8:40:17] [cheeto pizzerini]: stfu m8 

[18.1.2021 | 8:40:17] [piołun]: w podręczniku nie masz? 

[18.1.2021 | 8:40:19] [cheeto pizzerini]: wiem 

[18.1.2021 | 8:40:27] [cheeto pizzerini]: nie mogłam znalezc na układzie 

[18.1.2021 | 8:40:36] [cheeto pizzerini]: tego sie tak nie szuka 

[18.1.2021 | 8:40:44] [piołun]: jak nie 

[18.1.2021 | 8:40:45] [FiczetoX]: Siódma grupa 

[18.1.2021 | 8:40:57] [piołun]: w ktorej grupie jest to tyle elektronow 

[18.1.2021 | 8:41:4] [piołun]: od 1-3 i te wysokie 

[18.1.2021 | 8:41:36] [FiczetoX]: Siedemnasta, siedem elektronów walencyjnych 

