[15.1.2021 | 13:5:21] [Domii ;3]: %fish 
[16.1.2021 | 18:39:36] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:39:38] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:39:39] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:39:41] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:39:42] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:39:44] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:39:45] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:39:47] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:39:49] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:39:51] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:39:52] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:39:54] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:39:58] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:40:2] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:40:4] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:40:6] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 19:23:45] [Domii ;3]: %fish 

[16.1.2021 | 19:23:55] [Domii ;3]: %fish 

[16.1.2021 | 19:24:2] [Domii ;3]: %fish 

[16.1.2021 | 19:24:20] [Domii ;3]: %fish 

[16.1.2021 | 19:24:22] [Domii ;3]: %fish 

[16.1.2021 | 19:24:26] [Domii ;3]: %fish 

[16.1.2021 | 19:25:9] [Domii ;3]: %fish 

[16.1.2021 | 19:25:23] [Domii ;3]: %fish 

[16.1.2021 | 20:13:13] [Domii ;3]: %fish 

[16.1.2021 | 20:20:42] [Domii ;3]: %fish 

[16.1.2021 | 20:20:45] [Domii ;3]: %fish 

[16.1.2021 | 21:15:29] [Domii ;3]: %fish 

[16.1.2021 | 21:15:44] [Domii ;3]: %fish 

[16.1.2021 | 21:16:54] [Domii ;3]: %fish 

[16.1.2021 | 21:17:26] [Domii ;3]: %fish 

[16.1.2021 | 21:20:20] [Domii ;3]: %fish 

[16.1.2021 | 21:20:28] [Domii ;3]: %fish 

[16.1.2021 | 21:20:32] [Domii ;3]: %fish 

[16.1.2021 | 21:20:36] [Domii ;3]: %fish 

[16.1.2021 | 21:20:41] [Domii ;3]: %fish 

[16.1.2021 | 21:22:5] [Domii ;3]: %fish 

[16.1.2021 | 21:22:9] [Domii ;3]: %fish 

[16.1.2021 | 21:22:13] [Domii ;3]: %fish 

[16.1.2021 | 21:22:30] [Domii ;3]: %invetory 

[16.1.2021 | 21:22:34] [Domii ;3]: %shop 

[16.1.2021 | 21:22:37] [Domii ;3]: %help 

[16.1.2021 | 21:22:44] [Domii ;3]: %inventory 

[16.1.2021 | 21:22:57] [Domii ;3]: %shop 

[16.1.2021 | 21:23:4] [Domii ;3]: %shop rods 

[16.1.2021 | 21:23:12] [Domii ;3]: %fish 

[16.1.2021 | 21:23:14] [Domii ;3]: %fish 

[16.1.2021 | 21:23:22] [Domii ;3]: %fish 

[16.1.2021 | 21:23:22] [Domii ;3]: %fish 

[16.1.2021 | 21:23:32] [Domii ;3]: %fish 

[16.1.2021 | 21:24:38] [Domii ;3]: %fish 

[16.1.2021 | 21:24:40] [Domii ;3]: %fish 

[16.1.2021 | 21:28:55] [Domii ;3]: %fish 

[16.1.2021 | 21:29:1] [Domii ;3]: %fish 

[16.1.2021 | 21:36:32] [Domii ;3]: %fish 

[16.1.2021 | 21:36:38] [Domii ;3]: %fish 

[16.1.2021 | 21:36:46] [Domii ;3]: %fish 

[16.1.2021 | 21:39:5] [Domii ;3]: %fish 

[16.1.2021 | 21:39:37] [Domii ;3]: %fish 

[16.1.2021 | 21:39:45] [Domii ;3]: %fish 

[16.1.2021 | 21:39:56] [Domii ;3]: %fish 

[16.1.2021 | 21:40:0] [Domii ;3]: %fish 

[16.1.2021 | 21:40:36] [Domii ;3]: %fish 

[16.1.2021 | 21:40:56] [Domii ;3]: %fish 

[16.1.2021 | 21:41:23] [Domii ;3]: %fish 

[16.1.2021 | 22:13:51] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 23:38:58] [Domii ;3]: %fish 

[16.1.2021 | 23:39:0] [Domii ;3]: %fish 

[16.1.2021 | 23:39:4] [Domii ;3]: %shop 

[16.1.2021 | 23:39:17] [Domii ;3]: %shop boosts 

[16.1.2021 | 23:39:30] [Domii ;3]: %fish 

[17.1.2021 | 13:43:28] [Domii ;3]: %fish 

[17.1.2021 | 13:43:31] [Domii ;3]: %fish 

[17.1.2021 | 13:43:37] [Domii ;3]: %fish 

[17.1.2021 | 13:43:53] [Domii ;3]: %fish 

[17.1.2021 | 13:44:5] [Domii ;3]: %fish 

[17.1.2021 | 13:44:12] [Domii ;3]: %fish 

[17.1.2021 | 20:31:38] [Domii ;3]: %fish 

[17.1.2021 | 20:31:48] [Domii ;3]: %fish 

[17.1.2021 | 20:31:51] [Domii ;3]: %fish 

[17.1.2021 | 20:31:54] [Domii ;3]: %fish 

[17.1.2021 | 20:31:58] [Domii ;3]: %fish 

[17.1.2021 | 20:32:4] [Domii ;3]: %fish 

[17.1.2021 | 20:32:17] [Domii ;3]: %fish 

[17.1.2021 | 20:32:21] [Domii ;3]: %fish 

[17.1.2021 | 20:32:46] [Domii ;3]: %fish 

[17.1.2021 | 20:32:50] [Domii ;3]: %fish 

[17.1.2021 | 20:32:52] [Domii ;3]: %fish 

[17.1.2021 | 20:47:23] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:47:25] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:47:26] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:47:28] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:47:29] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:47:30] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:47:30] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:47:31] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:47:32] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:47:33] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:47:34] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:47:35] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:47:36] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:47:37] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:47:38] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:47:40] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:47:42] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:47:44] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:47:45] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:47:47] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:47:48] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:47:48] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:47:50] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:47:51] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:47:52] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:47:53] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:47:54] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:47:55] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:47:55] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:47:56] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:47:57] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:48:23] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:48:24] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:48:25] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:48:26] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:48:27] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:48:28] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:48:29] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:48:30] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:48:31] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:48:32] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:48:33] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:48:34] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:48:35] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:48:36] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:48:37] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:48:38] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:48:39] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:48:40] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:48:41] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:49:1] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:49:22] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:49:24] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:49:25] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:49:26] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:49:27] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:49:40] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:49:41] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:49:43] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:49:44] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:49:45] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:49:46] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:49:47] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:49:48] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:49:49] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:49:49] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:49:51] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:49:52] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:49:53] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:49:54] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:49:54] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:49:55] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:49:56] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:49:57] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:49:58] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:49:59] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:50:1] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:50:2] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:50:3] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:50:4] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:50:5] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:50:6] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:50:7] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:50:8] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:50:8] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:50:9] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 20:52:36] [Domii ;3]: %fish 

[17.1.2021 | 20:52:39] [Domii ;3]: %fish 

[17.1.2021 | 20:52:53] [Domii ;3]: %fish 

[17.1.2021 | 21:23:9] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 21:23:10] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 21:23:11] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 21:23:13] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 21:23:14] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 21:23:15] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 21:23:16] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 21:23:18] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 21:23:19] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 21:23:20] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 21:23:21] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 21:23:22] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 21:23:23] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 21:23:24] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 21:23:25] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 21:23:26] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 21:23:26] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 21:23:27] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 21:23:29] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 21:23:29] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 21:23:30] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 21:23:31] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 21:23:32] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 21:23:33] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 21:23:33] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 21:23:34] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 21:23:54] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 21:23:55] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 21:23:56] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 21:23:57] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 21:23:58] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 21:23:59] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 21:24:8] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 21:24:9] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 21:24:10] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 21:24:10] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 21:24:11] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 21:24:13] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 21:24:13] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 21:24:28] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 21:24:29] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 21:24:30] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 21:24:31] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 21:24:32] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 21:24:34] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 21:24:35] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 21:24:37] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 21:24:38] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 21:24:40] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 21:24:41] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 21:24:42] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 21:24:43] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 21:24:45] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 21:24:46] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 21:24:47] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 21:24:48] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 21:25:37] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 21:25:41] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %inventory 

[17.1.2021 | 21:25:47] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 21:25:48] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 21:25:49] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 21:25:50] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 21:25:52] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 21:25:53] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 21:25:54] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[17.1.2021 | 21:25:55] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

